# redshift_scan -- R(b,E) = (tau_full - tau_frozen)/tau_frozen
# mesma geometria e mesma densidade nos dois; so o argumento
# de sigma muda (E_loc contra E_inf).
# metrica = Schwarzschild  r_s_cm = 1000000  b_crit_cm = 2598076.21135
# perfil = PowerLawHalo  rho0 = 3  r0_cm = 100000000  p = 2  r_in_cm = 1200000  r_out_cm = 10000000000
# nota: r_in = 1.2 r_s fica ABAIXO da esfera de fotons
#       (1.5 r_s), sem o que os raios quase-criticos enrolariam
#       no vazio e o teto 3^(alpha/2) seria inatingivel.
# dipole.path = dipole/data/sigma_nuN_CC_IIM.dat
# dipole.E_min_GeV = 1000   E_max_GeV = 1e+14   n_pontos = 300
# dipole.convention_y = (E_in - E_out)/E_in
# dipole.target = isoscalar_nucleon
# dipole.projectile = nu
# dipole.current = CC
# dipole.units_sigma = cm^2
# dipole.units_E = GeV
# dipole.M_Z_GeV = 91.1876
# dipole.dipole_model = IIM
# dipole.generated_by = sigma_nuN (PHASIS/dipole) commit 89bbd23-sujo
# dipole.M_W_GeV = 80.379
# dipole.xF3_from = NNPDF31_nlo_as_0118
# dipole.largeXFactor (1-x)^7   [regra de contagem de constituintes, n_s = 4]
# dipole.bCGC [Rezaeian & Schmidt, PRD 88 (2013) 074016, Tabela II, m_c = 1.4]
# colinear.path = data/sigma_nuN_CC_collinear.dat
# colinear.E_min_GeV = 1000   E_max_GeV = 1e+14   n_pontos = 300
# colinear.convention_y = (E_in - E_out)/E_in
# colinear.target = isoscalar_nucleon
# colinear.projectile = nu
# colinear.current = CC
# colinear.units_sigma = cm^2
# colinear.units_E = GeV
# colinear.M_Z_GeV = 91.1876
# colinear.dipole_model = nenhum; colinear NLO, yadism 0.13.11, NNPDF31_nlo_as_0118
# colinear.generated_by = tools/make_collinear_table.py (PHASIS) commit 89bbd23
# colinear.M_W_GeV = 80.379
# colinear.pdf_set = NNPDF31_nlo_as_0118
# colinear.PTO = 1 (0=LO, 1=NLO)
# colinear.esquema = ZM-VFNS, TMC desligada, CKM completa
# colinear.formula = mesma de dipole/src/sigma_nuN_core.cpp, sem o fator (1-x)^7
# colinear.Q2min_GeV2 = 1.0
# colinear.nos_por_decada_Q = 16.0   nos_por_decada_x = 16.0
# colinear.tabela_SF = 121 x 71 nos em (x, Q^2); x em [1e-15, 1], Q^2 em [1, 2e+14]
# colinear.AVISO -- EXTRAPOLACAO DO PDF. Abaixo de x = 1e-09 o LHAPDF extrapola (continuation), e a
b_over_bcrit_minus_1,b_cm,r_turn_over_rs,E_inf_GeV,tau_dipole_full,tau_dipole_frozen,R_dipole,tau_colinear_full,tau_colinear_frozen,R_colinear,ok
2.51188643151e-10,2598076.21201,1.50001941123,490429.711879,126.589110843,97.384387486,0.29989122601,158.739310362,125.613009823,0.263717114849,0
2.51188643151e-10,2598076.21201,1.50001941123,10855457.2466,508.18511431,416.877769806,0.219026657496,596.221618695,489.210840571,0.218741632952,0
2.51188643151e-10,2598076.21201,1.50001941123,240281021.273,1510.77025946,1287.83517305,0.173108400105,1868.16896502,1570.97396699,0.1891788179,0
2.51188643151e-10,2598076.21201,1.50001941123,5318520249.52,3736.18282468,3263.53565024,0.144826723252,5174.84474973,4426.85671037,0.168965947691,0
2.51188643151e-10,2598076.21201,1.50001941123,117723228804,8175.53216585,7261.5198712,0.12587065943,13072.416888,11332.5270055,0.1535306187,0
2.51188643151e-10,2598076.21201,1.50001941123,2.605754599e+12,16409.9411837,14751.9565837,0.112390826978,30720.6824986,26910.5728736,0.141584114275,0
2.51188643151e-10,2598076.21201,1.50001941123,5.7677291892e+13,30908.0557313,28036.3739304,0.102427004579,68419.0842237,60364.1856727,0.133438370141,0
3.98107170553e-09,2598076.2217,1.50007728149,1001,1.25333035363,0.773793307887,0.619722399844,2.3840644976,1.5045012143,0.584621185366,0
3.98107170553e-09,2598076.2217,1.50007728149,22156.7177531,17.0810277271,11.9508644562,0.429271312522,27.0571797377,19.6731439327,0.375335829917,0
3.98107170553e-09,2598076.2217,1.50007728149,490429.711879,111.174129682,85.8461158688,0.295039717948,139.460530547,110.730161932,0.25946289714,0
3.98107170553e-09,2598076.2217,1.50007728149,10855457.2466,446.691939687,367.485366533,0.21553667266,524.070698369,431.248289259,0.215241222797,0
3.98107170553e-09,2598076.2217,1.50007728149,240281021.273,1328.66458428,1135.25022172,0.170371569953,1642.65364443,1384.84223887,0.186166624847,0
3.98107170553e-09,2598076.2217,1.50007728149,5318520249.52,3286.95975056,2876.86626989,0.142548676997,4551.26296841,3902.35502737,0.166286239077,0
3.98107170553e-09,2598076.2217,1.50007728149,117723228804,7194.24851008,6401.16236636,0.123897207776,11499.3244493,9989.82949435,0.151103175063,0
3.98107170553e-09,2598076.2217,1.50007728149,2.605754599e+12,14442.8055652,13004.1191085,0.11063313437,27027.8666294,23722.161392,0.139350929402,0
3.98107170553e-09,2598076.2217,1.50007728149,5.7677291892e+13,27206.4922167,24714.5755814,0.100827814223,60200.7659147,53212.1319583,0.131335349651,0
6.3095734448e-08,2598076.37528,1.50030772614,1001,1.0753017059,0.669790483093,0.605429956142,2.04618357876,1.30228652131,0.571223801575,1
6.3095734448e-08,2598076.37528,1.50030772614,22156.7177531,14.6870851078,10.3445909856,0.419784032854,23.2814422542,17.0289461595,0.367168704165,1
