# r z integrandT integrandL
1.53697 0.71 0.00438126 0.00420481
1.63431 0.71 0.00351835 0.00344244
1.7378 0.71 0.00276355 0.00275425
1.84785 0.71 0.00212003 0.00215044
1.96487 0.71 0.00158602 0.00163604
2.0893 0.71 0.0011553 0.001211
2.2216 0.71 0.000818161 0.000870816
2.36229 0.71 0.000562435 0.000607415
2.51189 0.71 0.000374756 0.000410378
2.67096 0.71 0.000241678 0.000268167
2.8401 0.71 0.000150638 0.00016926
3.01995 0.71 9.06255e-05 0.000103052
3.21119 0.71 5.25545e-05 6.04425e-05
3.41455 0.71 2.93375e-05 3.41065e-05
3.63078 0.71 1.57423e-05 1.84894e-05
3.86071 0.71 8.10675e-06 9.61432e-06
4.10519 0.71 3.99916e-06 4.78675e-06
4.36516 0.71 1.8859e-06 2.2771e-06
4.64159 0.71 8.48098e-07 1.03253e-06
4.93552 0.71 3.62712e-07 4.45067e-07
5.24807 0.71 1.47078e-07 1.81817e-07
5.58042 0.71 5.63587e-08 7.01623e-08
5.93381 0.71 2.03354e-08 2.54851e-08
6.30957 0.71 6.88272e-09 8.68016e-09
6.70914 0.71 2.17627e-09 2.761e-09
7.134 0.71 6.4007e-10 8.16634e-10
7.58578 0.71 1.74302e-10 2.2357e-10
8.06616 0.71 4.37326e-11 5.6377e-11
8.57696 0.71 1.00572e-11 1.30268e-11
9.12011 0.71 2.10818e-12 2.74295e-12
9.69765 0.71 4.00443e-13 5.23231e-13
10.3118 0.71 6.84948e-14 8.98564e-14
10.9648 0.71 1.04801e-14 1.38006e-14
11.6591 0.71 1.42427e-15 1.88223e-15
12.3975 0.71 1.70634e-16 2.26261e-16
13.1826 0.71 1.78779e-17 2.37814e-17
14.0174 0.71 1.62422e-18 2.16704e-18
14.905 0.71 1.26802e-19 1.69658e-19
15.8489 0.71 8.42524e-21 1.13029e-20
16.8526 0.71 4.716e-22 6.34264e-22
17.9198 0.71 2.19977e-23 2.96553e-23
19.0546 0.71 8.45231e-25 1.14201e-24
20.2613 0.71 2.64258e-26 3.57796e-26
21.5443 0.71 6.6353e-28 9.00178e-28
22.9087 0.71 1.31959e-29 1.79356e-29
24.3594 0.71 2.04807e-31 2.7886e-31
25.902 0.71 2.44206e-33 3.33057e-33
27.5423 0.71 2.19998e-35 3.0051e-35
29.2864 0.71 1.47103e-37 2.01233e-37
31.1411 0.71 7.16402e-40 9.81377e-40
33.1131 0.71 2.49062e-42 3.41627e-42
35.2101 0.71 6.05061e-45 8.30956e-45
37.4398 0.71 1.00409e-47 1.38055e-47
39.8107 0.71 1.11107e-50 1.52931e-50
42.3318 0.71 7.99022e-54 1.10092e-53
45.0125 0.71 3.63387e-57 5.01171e-57
47.863 0.71 1.01524e-60 1.40146e-60
50.894 0.71 1.68949e-64 2.33419e-64
54.117 0.71 1.6206e-68 2.24082e-68
57.544 0.71 8.6532e-73 1.19739e-72
61.1881 0.71 2.47825e-77 3.43174e-77
65.0629 0.71 3.65972e-82 5.07117e-82
69.1831 0.71 2.67218e-87 3.7051e-87
73.5642 0.71 9.22628e-93 1.28003e-92
78.2228 0.71 1.43659e-98 1.99419e-98
83.1764 0.71 9.59129e-105 1.33211e-104
88.4437 0.71 2.6024e-111 3.61619e-111
94.0445 0.71 2.71054e-118 3.76821e-118
100 0.71 1.01997e-125 1.4186e-125

1e-06 0.72 7.77268e-08 3.39104e-11
1.06333e-06 0.72 8.26408e-08 3.60543e-11
1.13066e-06 0.72 8.78905e-08 3.83446e-11
1.20226e-06 0.72 9.34441e-08 4.07675e-11
1.2784e-06 0.72 9.93566e-08 4.3347e-11
1.35936e-06 0.72 1.05658e-07 4.60961e-11
1.44544e-06 0.72 1.12341e-07 4.90117e-11
1.53697e-06 0.72 1.19462e-07 5.21185e-11
1.63431e-06 0.72 1.27035e-07 5.54224e-11
1.7378e-06 0.72 1.35067e-07 5.89268e-11
1.84785e-06 0.72 1.43624e-07 6.26599e-11
1.96487e-06 0.72 1.52724e-07 6.66303e-11
2.0893e-06 0.72 1.62397e-07 7.08505e-11
2.2216e-06 0.72 1.72676e-07 7.5335e-11
2.36229e-06 0.72 1.83614e-07 8.01068e-11
2.51189e-06 0.72 1.95236e-07 8.51775e-11
2.67096e-06 0.72 2.076e-07 9.05718e-11
2.8401e-06 0.72 2.20748e-07 9.63079e-11
3.01995e-06 0.72 2.3473e-07 1.02408e-10
3.21119e-06 0.72 2.4959e-07 1.08891e-10
3.41455e-06 0.72 2.654e-07 1.15789e-10
3.63078e-06 0.72 2.82207e-07 1.23122e-10
3.86071e-06 0.72 3.00076e-07 1.30918e-10
4.10519e-06 0.72 3.19078e-07 1.39209e-10
4.36516e-06 0.72 3.39285e-07 1.48024e-10
4.64159e-06 0.72 3.60772e-07 1.57399e-10
4.93552e-06 0.72 3.8362e-07 1.67368e-10
5.24807e-06 0.72 4.07912e-07 1.77967e-10
5.58042e-06 0.72 4.33744e-07 1.89237e-10
5.93381e-06 0.72 4.61212e-07 2.01222e-10
6.30957e-06 0.72 4.90418e-07 2.13965e-10
6.70914e-06 0.72 5.21474e-07 2.27515e-10
7.134e-06 0.72 5.54497e-07 2.41924e-10
7.58578e-06 0.72 5.8961e-07 2.57245e-10
8.06616e-06 0.72 6.26949e-07 2.73538e-10
8.57696e-06 0.72 6.66651e-07 2.90862e-10
9.12011e-06 0.72 7.08867e-07 3.09283e-10
9.69765e-06 0.72 7.5376e-07 3.28872e-10
1.03118e-05 0.72 8.01491e-07 3.49701e-10
1.09648e-05 0.72 8.52247e-07 3.7185e-10
1.16591e-05 0.72 9.06216e-07 3.95402e-10
1.23975e-05 0.72 9.63605e-07 4.20447e-10
1.31826e-05 0.72 1.02463e-06 4.47079e-10
1.40174e-05 0.72 1.08951e-06 4.75398e-10
1.4905e-05 0.72 1.15851e-06 5.05513e-10
1.58489e-05 0.72 1.23187e-06 5.37535e-10
1.68526e-05 0.72 1.30988e-06 5.71587e-10
1.79198e-05 0.72 1.39283e-06 6.07799e-10
1.90546e-05 0.72 1.48104e-06 6.46307e-10
2.02613e-05 0.72 1.57482e-06 6.87255e-10
2.15443e-05 0.72 1.67455e-06 7.30802e-10
2.29087e-05 0.72 1.7806e-06 7.7711e-10
2.43594e-05 0.72 1.89336e-06 8.26357e-10
2.5902e-05 0.72 2.01326e-06 8.78728e-10
2.75423e-05 0.72 2.14075e-06 9.34424e-10
2.92864e-05 0.72 2.27631e-06 9.93656e-10
3.11411e-05 0.72 2.42046e-06 1.05665e-09
3.31131e-05 0.72 2.57374e-06 1.12365e-09
3.52101e-05 0.72 2.73673e-06 1.1949e-09
3.74398e-05 0.72 2.91004e-06 1.27068e-09
3.98107e-05 0.72 3.09432e-06 1.35129e-09
4.23318e-05 0.72 3.29027e-06 1.43702e-09
4.50125e-05 0.72 3.49864e-06 1.52822e-09
4.7863e-05 0.72 3.72019e-06 1.62522e-09
5.0894e-05 0.72 3.95578e-06 1.72841e-09
5.4117e-05 0.72 4.20629e-06 1.83819e-09
5.7544e-05 0.72 4.47266e-06 1.95498e-09
6.11881e-05 0.72 4.75589e-06 2.07923e-09
6.50629e-05 0.72 5.05707e-06 2.21144e-09
6.91831e-05 0.72 5.37731e-06 2.35212e-09
7.35642e-05 0.72 5.71784e-06 2.50183e-09
7.82228e-05 0.72 6.07993e-06 2.66115e-09
8.31764e-05 0.72 6.46495e-06 2.83073e-09
8.84437e-05 0.72 6.87436e-06 3.01125e-09
9.40445e-05 0.72 7.30969e-06 3.20343e-09
0.0001 0.72 7.77258e-06 3.40806e-09
0.000106333 0.72 8.26479e-06 3.62597e-09
0.000113066 0.72 8.78818e-06 3.85807e-09
0.000120226 0.72 9.3447e-06 4.10533e-09
0.00012784 0.72 9.93647e-06 4.36878e-09
0.000135936 0.72 1.05657e-05 4.64956e-09
0.000144544 0.72 1.12348e-05 4.94888e-09
0.000153697 0.72 1.19463e-05 5.26805e-09
0.000163431 0.72 1.27028e-05 5.60849e-09
0.00017378 0.72 1.35072e-05 5.97175e-09
0.000184785 0.72 1.43626e-05 6.3595e-09
0.000196487 0.72 1.52721e-05 6.77357e-09
0.00020893 0.72 1.62392e-05 7.21594e-09
0.00022216 0.72 1.72676e-05 7.68878e-09
0.000236229 0.72 1.83611e-05 8.19447e-09
0.000251189 0.72 1.95238e-05 8.73562e-09
0.000267096 0.72 2.07602e-05 9.3151e-09
0.00028401 0.72 2.20749e-05 9.93609e-09
0.000301995 0.72 2.34728e-05 1.06021e-08
0.000321119 0.72 2.49592e-05 1.13169e-08
0.000341455 0.72 2.65398e-05 1.2085e-08
0.000363078 0.72 2.82205e-05 1.2911e-08
0.000386071 0.72 3.00076e-05 1.38004e-08
0.000410519 0.72 3.19079e-05 1.47591e-08
0.000436516 0.72 3.39285e-05 1.57939e-08
0.000464159 0.72 3.6077e-05 1.69124e-08
0.000493552 0.72 3.83616e-05 1.81232e-08
0.000524807 0.72 4.07909e-05 1.94359e-08
0.000558042 0.72 4.33741e-05 2.08616e-08
0.000593381 0.72 4.61208e-05 2.24128e-08
0.000630957 0.72 4.90414e-05 2.41036e-08
0.000670914 0.72 5.2147e-05 2.59505e-08
0.0007134 0.72 5.54492e-05 2.79719e-08
0.000758578 0.72 5.89606e-05 3.01892e-08
0.000806616 0.72 6.26943e-05 3.2627e-08
0.000857696 0.72 6.66644e-05 3.53135e-08
0.000912011 0.72 7.08859e-05 3.82811e-08
0.000969765 0.72 7.53748e-05 4.15674e-08
0.00103118 0.72 8.01479e-05 4.52157e-08
0.00109648 0.72 8.52232e-05 4.92762e-08
0.00116591 0.72 9.06199e-05 5.3807e-08
0.00123975 0.72 9.63583e-05 5.88755e-08
0.00131826 0.72 0.00010246 6.45599e-08
0.00140174 0.72 0.000108948 7.09512e-08
0.0014905 0.72 0.000115847 7.81548e-08
0.00158489 0.72 0.000123183 8.62938e-08
0.00168526 0.72 0.000130983 9.55111e-08
0.00179198 0.72 0.000139277 1.05973e-07
0.00190546 0.72 0.000148096 1.17875e-07
0.00202613 0.72 0.000157474 1.31442e-07
0.00215443 0.72 0.000167445 1.46937e-07
0.00229087 0.72 0.000178048 1.6467e-07
0.00243594 0.72 0.000189321 1.84997e-07
0.0025902 0.72 0.000201308 2.08338e-07
0.00275423 0.72 0.000214054 2.35181e-07
0.00292864 0.72 0.000227607 2.66095e-07
0.00311411 0.72 0.000242018 3.01745e-07
0.00331131 0.72 0.00025734 3.42904e-07
0.00352101 0.72 0.000273632 3.90477e-07
0.00374398 0.72 0.000290955 4.45518e-07
0.00398107 0.72 0.000309374 5.09255e-07
0.00423318 0.72 0.000328958 5.83122e-07
0.00450125 0.72 0.000349781 6.68787e-07
0.0047863 0.72 0.000371921 7.68196e-07
0.0050894 0.72 0.000395462 8.83615e-07
0.0054117 0.72 0.00042049 1.01768e-06
0.0057544 0.72 0.000447101 1.17347e-06
0.00611881 0.72 0.000475394 1.35456e-06
0.00650629 0.72 0.000505474 1.5651e-06
0.00691831 0.72 0.000537455 1.80993e-06
0.00735642 0.72 0.000571456 2.09467e-06
0.00782228 0.72 0.000607603 2.42584e-06
0.00831764 0.72 0.000646032 2.81101e-06
0.00884437 0.72 0.000686885 3.25899e-06
0.00940445 0.72 0.000730315 3.77996e-06
0.01 0.72 0.000776482 4.38574e-06
0.0106333 0.72 0.000825557 5.09002e-06
0.0113066 0.72 0.000877723 5.90864e-06
0.0120226 0.72 0.000933171 6.85992e-06
0.012784 0.72 0.000992105 7.96504e-06
0.0135936 0.72 0.00105474 9.24846e-06
0.0144544 0.72 0.00112131 1.07384e-05
0.0153697 0.72 0.00119205 1.24675e-05
0.0163431 0.72 0.00126722 1.44731e-05
0.017378 0.72 0.0013471 1.67985e-05
0.0184785 0.72 0.00143196 1.94934e-05
0.0196487 0.72 0.00152212 2.26147e-05
0.020893 0.72 0.00161789 2.6228e-05
0.022216 0.72 0.00171962 3.04082e-05
0.0236229 0.72 0.00182765 3.52413e-05
0.0251189 0.72 0.00194237 4.08256e-05
0.0267096 0.72 0.00206416 4.72734e-05
0.028401 0.72 0.00219345 5.47126e-05
0.0301995 0.72 0.00233067 6.32892e-05
0.0321119 0.72 0.00247628 7.31689e-05
0.0341455 0.72 0.00263075 8.45402e-05
0.0363078 0.72 0.00279458 9.76166e-05
0.0386071 0.72 0.00296829 0.00011264
0.0410519 0.72 0.00315243 0.000129883
0.0436516 0.72 0.00334754 0.000149653
0.0464159 0.72 0.00355421 0.000172296
0.0493552 0.72 0.00377302 0.000198201
0.0524807 0.72 0.00400459 0.000227802
0.0558042 0.72 0.00424954 0.000261585
0.0593381 0.72 0.00450848 0.00030009
0.0630957 0.72 0.00478206 0.000343917
0.0670914 0.72 0.00507089 0.00039373
0.07134 0.72 0.0053756 0.000450259
0.0758578 0.72 0.0056968 0.000514309
0.0806616 0.72 0.00603505 0.000586757
0.0857696 0.72 0.0063909 0.000668559
0.0912011 0.72 0.00676484 0.000760749
0.0969765 0.72 0.00715729 0.000864442
0.103118 0.72 0.00756861 0.000980828
0.109648 0.72 0.00799903 0.00111117
0.116591 0.72 0.00844868 0.0012568
0.123975 0.72 0.00891753 0.0014191
0.131826 0.72 0.00940537 0.00159951
0.140174 0.72 0.00991179 0.00179947
0.14905 0.72 0.0104361 0.00202043
0.158489 0.72 0.0109774 0.00226383
0.168526 0.72 0.0115345 0.00253101
0.179198 0.72 0.0121056 0.0028232
0.190546 0.72 0.0126888 0.0031415
0.202613 0.72 0.0132815 0.00348674
0.215443 0.72 0.0138807 0.00385948
0.229087 0.72 0.0144829 0.00425989
0.243594 0.72 0.015084 0.0046877
0.25902 0.72 0.015679 0.00514205
0.275423 0.72 0.0162626 0.00562146
0.292864 0.72 0.0168287 0.00612369
0.311411 0.72 0.0173703 0.00664561
0.331131 0.72 0.0178799 0.0071832
0.352101 0.72 0.0183495 0.00773137
0.374398 0.72 0.0187702 0.00828395
0.398107 0.72 0.019133 0.00883367
0.423318 0.72 0.0194282 0.00937209
0.450125 0.72 0.0196462 0.00988975
0.47863 0.72 0.0197774 0.0103762
0.50894 0.72 0.0198127 0.0108201
0.54117 0.72 0.0197435 0.0112098
0.57544 0.72 0.0195625 0.0115332
0.611881 0.72 0.0192635 0.0117784
0.650629 0.72 0.0188426 0.0119342
0.691831 0.72 0.018298 0.0119905
0.735642 0.72 0.0176307 0.0119392
0.782228 0.72 0.0168446 0.0117744
0.831764 0.72 0.0159473 0.0114931
0.884437 0.72 0.0149496 0.011096
0.940445 0.72 0.013866 0.0105874
1 0.72 0.012714 0.00997601
1.06333 0.72 0.0115142 0.00927435
1.13066 0.72 0.0102893 0.00849887
1.20226 0.72 0.00906351 0.00766927
1.2784 0.72 0.00786114 0.00680764
1.35936 0.72 0.00670578 0.00593738
1.44544 0.72 0.00561891 0.00508189
1.53697 0.72 0.00461883 0.00426319
1.63431 0.72 0.00371961 0.00350062
1.7378 0.72 0.00293044 0.00280965
1.84785 0.72 0.00225529 0.00220106
1.96487 0.72 0.00169299 0.00168052
2.0893 0.72 0.00123774 0.00124864
2.2216 0.72 0.000879954 0.000901493
2.36229 0.72 0.000607428 0.000631503
2.51189 0.72 0.000406527 0.000428592
2.67096 0.72 0.000263404 0.000281422
2.8401 0.72 0.000165005 0.000178539
3.01995 0.72 9.98002e-05 0.000109294
3.21119 0.72 5.82049e-05 6.44757e-05
3.41455 0.72 3.26891e-05 3.66067e-05
3.63078 0.72 1.76541e-05 1.99749e-05
3.86071 0.72 9.15384e-06 1.04592e-05
4.10519 0.72 4.54879e-06 5.24599e-06
4.36516 0.72 2.16183e-06 2.51524e-06
4.64159 0.72 9.80253e-07 1.15007e-06
4.93552 0.72 4.22936e-07 5.00147e-07
5.24807 0.72 1.73111e-07 2.06255e-07
5.58042 0.72 6.69985e-08 8.03945e-08
5.93381 0.72 2.4432e-08 2.95146e-08
6.30957 0.72 8.36299e-09 1.01672e-08
6.70914 0.72 2.67622e-09 3.2732e-09
7.134 0.72 7.97217e-10 9.80611e-10
7.58578 0.72 2.20061e-10 2.72143e-10
8.06616 0.72 5.60162e-11 6.96266e-11
8.57696 0.72 1.30813e-11 1.63379e-11
9.12011 0.72 2.78723e-12 3.49693e-12
9.69765 0.72 5.38699e-13 6.78768e-13
10.3118 0.72 9.38605e-14 1.18745e-13
10.9648 0.72 1.4646e-14 1.85998e-14
11.6591 0.72 2.03244e-15 2.59042e-15
12.3975 0.72 2.48965e-16 3.18396e-16
13.1826 0.72 2.67083e-17 3.42664e-17
14.0174 0.72 2.4882e-18 3.20199e-18
14.905 0.72 1.99511e-19 2.57479e-19
15.8489 0.72 1.36383e-20 1.76484e-20
16.8526 0.72 7.86814e-22 1.02074e-21
17.9198 0.72 3.7899e-23 4.92846e-23
19.0546 0.72 1.50682e-24 1.96392e-24
20.2613 0.72 4.8853e-26 6.3808e-26
21.5443 0.72 1.27497e-27 1.6686e-27
22.9087 0.72 2.6419e-29 3.46409e-29
24.3594 0.72 4.28344e-31 5.62649e-31
25.902 0.72 5.35028e-33 7.0396e-33
27.5423 0.72 5.06395e-35 6.67338e-35
29.2864 0.72 3.56861e-37 4.70978e-37
31.1411 0.72 1.83776e-39 2.42883e-39
33.1131 0.72 6.78001e-42 8.97245e-42
35.2101 0.72 1.75447e-44 2.32469e-44
37.4398 0.72 3.11373e-47 4.13054e-47
39.8107 0.72 3.70048e-50 4.91431e-50
42.3318 0.72 2.8711e-53 3.81682e-53
45.0125 0.72 1.41553e-56 1.88363e-56
47.863 0.72 4.30924e-60 5.73953e-60
50.894 0.72 7.85651e-64 1.04732e-63
54.117 0.72 8.30432e-68 1.10792e-67
57.544 0.72 4.91619e-72 6.56393e-72
61.1881 0.72 1.5713e-76 2.09946e-76
65.0629 0.72 2.60762e-81 3.48647e-81
69.1831 0.72 2.15552e-86 2.88384e-86
73.5642 0.72 8.49213e-92 1.13683e-91
78.2228 0.72 1.52144e-97 2.03788e-97
83.1764 0.72 1.17921e-103 1.58033e-103
88.4437 0.72 3.74958e-110 5.02753e-110
94.0445 0.72 4.62299e-117 6.20153e-117
100 0.72 2.08139e-124 2.79333e-124

1e-06 0.73 7.88989e-08 3.39104e-11
1.06333e-06 0.73 8.38871e-08 3.60543e-11
1.13066e-06 0.73 8.92159e-08 3.83446e-11
1.20226e-06 0.73 9.48533e-08 4.07675e-11
1.2784e-06 0.73 1.00855e-07 4.3347e-11
1.35936e-06 0.73 1.07251e-07 4.60961e-11
1.44544e-06 0.73 1.14035e-07 4.90117e-11
1.53697e-06 0.73 1.21263e-07 5.21185e-11
1.63431e-06 0.73 1.2895e-07 5.54224e-11
1.7378e-06 0.73 1.37104e-07 5.89268e-11
1.84785e-06 0.73 1.4579e-07 6.26599e-11
1.96487e-06 0.73 1.55028e-07 6.66303e-11
2.0893e-06 0.73 1.64847e-07 7.08505e-11
2.2216e-06 0.73 1.7528e-07 7.5335e-11
2.36229e-06 0.73 1.86383e-07 8.01067e-11
2.51189e-06 0.73 1.9818e-07 8.51774e-11
2.67096e-06 0.73 2.10731e-07 9.05717e-11
2.8401e-06 0.73 2.24077e-07 9.63079e-11
3.01995e-06 0.73 2.38269e-07 1.02408e-10
3.21119e-06 0.73 2.53354e-07 1.08891e-10
3.41455e-06 0.73 2.69402e-07 1.15789e-10
3.63078e-06 0.73 2.86463e-07 1.23122e-10
3.86071e-06 0.73 3.04602e-07 1.30918e-10
4.10519e-06 0.73 3.2389e-07 1.39208e-10
4.36516e-06 0.73 3.44401e-07 1.48024e-10
4.64159e-06 0.73 3.66212e-07 1.57399e-10
4.93552e-06 0.73 3.89405e-07 1.67368e-10
5.24807e-06 0.73 4.14063e-07 1.77966e-10
5.58042e-06 0.73 4.40285e-07 1.89237e-10
5.93381e-06 0.73 4.68167e-07 2.01222e-10
6.30957e-06 0.73 4.97814e-07 2.13965e-10
6.70914e-06 0.73 5.29338e-07 2.27515e-10
7.134e-06 0.73 5.62859e-07 2.41924e-10
7.58578e-06 0.73 5.98501e-07 2.57245e-10
8.06616e-06 0.73 6.36404e-07 2.73537e-10
8.57696e-06 0.73 6.76704e-07 2.90861e-10
9.12011e-06 0.73 7.19557e-07 3.09282e-10
9.69765e-06 0.73 7.65126e-07 3.28871e-10
1.03118e-05 0.73 8.13578e-07 3.497e-10
1.09648e-05 0.73 8.651e-07 3.71849e-10
1.16591e-05 0.73 9.19883e-07 3.95401e-10
1.23975e-05 0.73 9.78136e-07 4.20445e-10
1.31826e-05 0.73 1.04008e-06 4.47076e-10
1.40174e-05 0.73 1.10594e-06 4.75395e-10
1.4905e-05 0.73 1.17598e-06 5.05509e-10
1.58489e-05 0.73 1.25045e-06 5.37531e-10
1.68526e-05 0.73 1.32963e-06 5.71583e-10
1.79198e-05 0.73 1.41384e-06 6.07793e-10
1.90546e-05 0.73 1.50337e-06 6.463e-10
2.02613e-05 0.73 1.59857e-06 6.87247e-10
2.15443e-05 0.73 1.69981e-06 7.30792e-10
2.29087e-05 0.73 1.80745e-06 7.77098e-10
2.43594e-05 0.73 1.92191e-06 8.26343e-10
2.5902e-05 0.73 2.04362e-06 8.78712e-10
2.75423e-05 0.73 2.17303e-06 9.34404e-10
2.92864e-05 0.73 2.31064e-06 9.93633e-10
3.11411e-05 0.73 2.45697e-06 1.05662e-09
3.31131e-05 0.73 2.61256e-06 1.12361e-09
3.52101e-05 0.73 2.778e-06 1.19486e-09
3.74398e-05 0.73 2.95392e-06 1.27064e-09
3.98107e-05 0.73 3.14099e-06 1.35123e-09
4.23318e-05 0.73 3.33989e-06 1.43696e-09
4.50125e-05 0.73 3.5514e-06 1.52814e-09
4.7863e-05 0.73 3.77629e-06 1.62513e-09
5.0894e-05 0.73 4.01543e-06 1.72831e-09
5.4117e-05 0.73 4.26972e-06 1.83806e-09
5.7544e-05 0.73 4.5401e-06 1.95483e-09
6.11881e-05 0.73 4.82761e-06 2.07905e-09
6.50629e-05 0.73 5.13333e-06 2.21122e-09
6.91831e-05 0.73 5.45841e-06 2.35186e-09
7.35642e-05 0.73 5.80407e-06 2.50152e-09
7.82228e-05 0.73 6.17162e-06 2.66079e-09
8.31764e-05 0.73 6.56245e-06 2.83031e-09
8.84437e-05 0.73 6.97802e-06 3.01075e-09
9.40445e-05 0.73 7.41992e-06 3.20283e-09
0.0001 0.73 7.8898e-06 3.40735e-09
0.000106333 0.73 8.38943e-06 3.62513e-09
0.000113066 0.73 8.9207e-06 3.85707e-09
0.000120226 0.73 9.48562e-06 4.10414e-09
0.00012784 0.73 1.00863e-05 4.36737e-09
0.000135936 0.73 1.0725e-05 4.64789e-09
0.000144544 0.73 1.14042e-05 4.9469e-09
0.000153697 0.73 1.21264e-05 5.26571e-09
0.000163431 0.73 1.28943e-05 5.60572e-09
0.00017378 0.73 1.37109e-05 5.96847e-09
0.000184785 0.73 1.45792e-05 6.35562e-09
0.000196487 0.73 1.55024e-05 6.76897e-09
0.00020893 0.73 1.64841e-05 7.21049e-09
0.00022216 0.73 1.7528e-05 7.68233e-09
0.000236229 0.73 1.8638e-05 8.18684e-09
0.000251189 0.73 1.98183e-05 8.72659e-09
0.000267096 0.73 2.10733e-05 9.30442e-09
0.00028401 0.73 2.24078e-05 9.92344e-09
0.000301995 0.73 2.38268e-05 1.05871e-08
0.000321119 0.73 2.53356e-05 1.12992e-08
0.000341455 0.73 2.69401e-05 1.2064e-08
0.000363078 0.73 2.86461e-05 1.28862e-08
0.000386071 0.73 3.04601e-05 1.37711e-08
0.000410519 0.73 3.2389e-05 1.47245e-08
0.000436516 0.73 3.44401e-05 1.5753e-08
0.000464159 0.73 3.66211e-05 1.68641e-08
0.000493552 0.73 3.89401e-05 1.80661e-08
0.000524807 0.73 4.14061e-05 1.93684e-08
0.000558042 0.73 4.40282e-05 2.07819e-08
0.000593381 0.73 4.68163e-05 2.23185e-08
0.000630957 0.73 4.9781e-05 2.39923e-08
0.000670914 0.73 5.29334e-05 2.5819e-08
0.0007134 0.73 5.62854e-05 2.78167e-08
0.000758578 0.73 5.98497e-05 3.0006e-08
0.000806616 0.73 6.36397e-05 3.24108e-08
0.000857696 0.73 6.76697e-05 3.50583e-08
0.000912011 0.73 7.19549e-05 3.798e-08
0.000969765 0.73 7.65115e-05 4.12122e-08
0.00103118 0.73 8.13566e-05 4.47967e-08
0.00109648 0.73 8.65084e-05 4.87821e-08
0.00116591 0.73 9.19865e-05 5.32245e-08
0.00123975 0.73 9.78115e-05 5.81888e-08
0.00131826 0.73 0.000104005 6.37506e-08
0.00140174 0.73 0.000110591 6.99975e-08
0.0014905 0.73 0.000117594 7.70313e-08
0.00158489 0.73 0.000125041 8.49704e-08
0.00168526 0.73 0.000132959 9.39527e-08
0.00179198 0.73 0.000141378 1.04139e-07
0.00190546 0.73 0.00015033 1.15715e-07
0.00202613 0.73 0.000159849 1.289e-07
0.00215443 0.73 0.00016997 1.43947e-07
0.00229087 0.73 0.000180733 1.61152e-07
0.00243594 0.73 0.000192176 1.80861e-07
0.0025902 0.73 0.000204344 2.03475e-07
0.00275423 0.73 0.000217283 2.29465e-07
0.00292864 0.73 0.00023104 2.59378e-07
0.00311411 0.73 0.000245668 2.93853e-07
0.00331131 0.73 0.000261221 3.33636e-07
0.00352101 0.73 0.000277759 3.79595e-07
0.00374398 0.73 0.000295344 4.32744e-07
0.00398107 0.73 0.000314041 4.94266e-07
0.00423318 0.73 0.000333921 5.65537e-07
0.00450125 0.73 0.000355058 6.48164e-07
0.0047863 0.73 0.000377532 7.44018e-07
0.0050894 0.73 0.000401428 8.55278e-07
0.0054117 0.73 0.000426834 9.84484e-07
0.0057544 0.73 0.000453847 1.13459e-06
0.00611881 0.73 0.000482567 1.30903e-06
0.00650629 0.73 0.000513102 1.51181e-06
0.00691831 0.73 0.000545566 1.74759e-06
0.00735642 0.73 0.00058008 2.02175e-06
0.00782228 0.73 0.000616774 2.34059e-06
0.00831764 0.73 0.000655784 2.71139e-06
0.00884437 0.73 0.000697255 3.14262e-06
0.00940445 0.73 0.000741341 3.64408e-06
0.01 0.73 0.000788207 4.22714e-06
0.0106333 0.73 0.000838025 4.90499e-06
0.0113066 0.73 0.000890981 5.69287e-06
0.0120226 0.73 0.000947269 6.60843e-06
0.012784 0.73 0.0010071 7.67206e-06
0.0135936 0.73 0.00107068 8.90731e-06
0.0144544 0.73 0.00113826 1.03414e-05
0.0153697 0.73 0.00121008 1.20057e-05
0.0163431 0.73 0.00128639 1.39362e-05
0.017378 0.73 0.00136748 1.61748e-05
0.0184785 0.73 0.00145364 1.87691e-05
0.0196487 0.73 0.00154518 2.17742e-05
0.020893 0.73 0.00164241 2.52531e-05
0.022216 0.73 0.00174569 2.92784e-05
0.0236229 0.73 0.00185538 3.39328e-05
0.0251189 0.73 0.00197185 3.93111e-05
0.0267096 0.73 0.00209552 4.55218e-05
0.028401 0.73 0.0022268 5.26883e-05
0.0301995 0.73 0.00236614 6.09516e-05
0.0321119 0.73 0.002514 7.04718e-05
0.0341455 0.73 0.00267086 8.14308e-05
0.0363078 0.73 0.00283725 9.40351e-05
0.0386071 0.73 0.00301367 0.000108518
0.0410519 0.73 0.00320069 0.000125144
0.0436516 0.73 0.00339887 0.00014421
0.0464159 0.73 0.00360881 0.000166052
0.0493552 0.73 0.0038311 0.000191044
0.0524807 0.73 0.00406637 0.000219609
0.0558042 0.73 0.00431525 0.000252216
0.0593381 0.73 0.00457838 0.00028939
0.0630957 0.73 0.00485641 0.000331712
0.0670914 0.73 0.00514999 0.000379827
0.07134 0.73 0.00545974 0.000434445
0.0758578 0.73 0.0057863 0.000496347
0.0806616 0.73 0.00613026 0.000566388
0.0857696 0.73 0.00649219 0.000645497
0.0912011 0.73 0.00687259 0.000734683
0.0969765 0.73 0.00727191 0.000835033
0.103118 0.73 0.00769054 0.00094771
0.109648 0.73 0.00812873 0.00107395
