# r z integrandT integrandL
0.940445 0.180001 0.021767 0.00957023
1 0.180001 0.0204103 0.00924731
1.06333 0.180001 0.0189325 0.00882941
1.13066 0.180001 0.0173579 0.00832348
1.20226 0.180001 0.0157152 0.00774005
1.2784 0.180001 0.014036 0.00709301
1.35936 0.180001 0.0123544 0.00639916
1.44544 0.180001 0.0107045 0.00567742
1.53697 0.180001 0.00911973 0.00494789
1.63431 0.180001 0.00763014 0.0042307
1.7378 0.180001 0.0062614 0.00354479
1.84785 0.180001 0.00503305 0.00290669
1.96487 0.180001 0.00395763 0.00232954
2.0893 0.180001 0.00304019 0.00182237
2.2216 0.180001 0.0022785 0.00138972
2.36229 0.180001 0.00166384 0.00103178
2.51189 0.180001 0.00118233 0.000744876
2.67096 0.180001 0.00081661 0.00052228
2.8401 0.180001 0.000547575 0.000355276
3.01995 0.180001 0.000356091 0.000234218
3.21119 0.180001 0.000224347 0.000149495
3.41455 0.180001 0.000136794 9.22883e-05
3.63078 0.180001 8.06356e-05 5.50444e-05
3.86071 0.180001 4.58942e-05 3.16808e-05
4.10519 0.180001 2.51846e-05 1.75704e-05
4.36516 0.180001 1.3302e-05 9.37428e-06
4.64159 0.180001 6.749e-06 4.80188e-06
4.93552 0.180001 3.28181e-06 2.35626e-06
5.24807 0.180001 1.52557e-06 1.10478e-06
5.58042 0.180001 6.76051e-07 4.93581e-07
5.93381 0.180001 2.84735e-07 2.09494e-07
6.30957 0.180001 1.13608e-07 8.42005e-08
6.70914 0.180001 4.27945e-08 3.19372e-08
7.134 0.180001 1.51627e-08 1.13901e-08
7.58578 0.180001 5.03359e-09 3.8047e-09
8.06616 0.180001 1.55916e-09 1.18543e-09
8.57696 0.180001 4.48637e-10 3.42994e-10
9.12011 0.180001 1.19359e-10 9.17314e-11
9.69765 0.180001 2.92145e-11 2.25638e-11
10.3118 0.180001 6.54372e-12 5.07771e-12
10.9648 0.180001 1.33378e-12 1.03955e-12
11.6591 0.180001 2.45908e-13 1.92462e-13
12.3975 0.180001 4.07494e-14 3.20186e-14
13.1826 0.180001 6.0282e-15 4.75425e-15
14.0174 0.180001 7.9039e-16 6.25545e-16
14.905 0.180001 9.115e-17 7.23785e-17
15.8489 0.180001 9.17054e-18 7.30472e-18
16.8526 0.180001 7.97987e-19 6.37504e-19
17.9198 0.180001 5.9506e-20 4.76709e-20
19.0546 0.180001 3.76563e-21 3.02459e-21
20.2613 0.180001 2.00127e-22 1.61141e-22
21.5443 0.180001 8.83407e-24 7.12971e-24
22.9087 0.180001 3.20103e-25 2.58912e-25
24.3594 0.180001 9.40286e-27 7.62114e-27
25.902 0.180001 2.20949e-28 1.79432e-28
27.5423 0.180001 4.09493e-30 3.33157e-30
29.2864 0.180001 5.8964e-32 4.80552e-32
31.1411 0.180001 6.49188e-34 5.29944e-34
33.1131 0.180001 5.37293e-36 4.39275e-36
35.2101 0.180001 3.28289e-38 2.68788e-38
37.4398 0.180001 1.45264e-40 1.19097e-40
39.8107 0.180001 4.56073e-43 3.74398e-43
42.3318 0.180001 9.9414e-46 8.17092e-46
45.0125 0.180001 1.47015e-48 1.2097e-48
47.863 0.180001 1.43912e-51 1.18544e-51
50.894 0.180001 9.08473e-55 7.49082e-55
54.117 0.180001 3.59695e-58 2.96868e-58
57.544 0.180001 8.67229e-62 7.16391e-62
61.1881 0.180001 1.23386e-65 1.02011e-65
65.0629 0.180001 1.00189e-69 8.28983e-70
69.1831 0.180001 4.48101e-74 3.71041e-74
73.5642 0.180001 1.06298e-78 8.80794e-79
78.2228 0.180001 1.28477e-83 1.06527e-83
83.1764 0.180001 7.58104e-89 6.28976e-89
88.4437 0.180001 2.08698e-94 1.73251e-94
94.0445 0.180001 2.554e-100 2.12138e-100
100 0.180001 1.3199e-106 1.09689e-106

1e-06 0.190001 9.01515e-08 3.39104e-11
1.06333e-06 0.190001 9.58511e-08 3.60543e-11
1.13066e-06 0.190001 1.0194e-07 3.83446e-11
1.20226e-06 0.190001 1.08381e-07 4.07675e-11
1.2784e-06 0.190001 1.15239e-07 4.3347e-11
1.35936e-06 0.190001 1.22547e-07 4.6096e-11
1.44544e-06 0.190001 1.30299e-07 4.90117e-11
1.53697e-06 0.190001 1.38558e-07 5.21184e-11
1.63431e-06 0.190001 1.47341e-07 5.54223e-11
1.7378e-06 0.190001 1.56658e-07 5.89267e-11
1.84785e-06 0.190001 1.66582e-07 6.26598e-11
1.96487e-06 0.190001 1.77138e-07 6.66302e-11
2.0893e-06 0.190001 1.88357e-07 7.08504e-11
2.2216e-06 0.190001 2.00279e-07 7.53348e-11
2.36229e-06 0.190001 2.12965e-07 8.01066e-11
2.51189e-06 0.190001 2.26445e-07 8.51772e-11
2.67096e-06 0.190001 2.40786e-07 9.05715e-11
2.8401e-06 0.190001 2.56035e-07 9.63076e-11
3.01995e-06 0.190001 2.72252e-07 1.02407e-10
3.21119e-06 0.190001 2.89487e-07 1.08891e-10
3.41455e-06 0.190001 3.07825e-07 1.15789e-10
3.63078e-06 0.190001 3.27318e-07 1.23121e-10
3.86071e-06 0.190001 3.48044e-07 1.30917e-10
4.10519e-06 0.190001 3.70084e-07 1.39208e-10
4.36516e-06 0.190001 3.9352e-07 1.48023e-10
4.64159e-06 0.190001 4.18442e-07 1.57398e-10
4.93552e-06 0.190001 4.44942e-07 1.67366e-10
5.24807e-06 0.190001 4.73117e-07 1.77965e-10
5.58042e-06 0.190001 5.03078e-07 1.89235e-10
5.93381e-06 0.190001 5.34938e-07 2.0122e-10
6.30957e-06 0.190001 5.68812e-07 2.13962e-10
6.70914e-06 0.190001 6.04832e-07 2.27512e-10
7.134e-06 0.190001 6.43134e-07 2.4192e-10
7.58578e-06 0.190001 6.8386e-07 2.5724e-10
8.06616e-06 0.190001 7.27168e-07 2.73532e-10
8.57696e-06 0.190001 7.73217e-07 2.90855e-10
9.12011e-06 0.190001 8.22181e-07 3.09274e-10
9.69765e-06 0.190001 8.74249e-07 3.28862e-10
1.03118e-05 0.190001 9.29611e-07 3.49689e-10
1.09648e-05 0.190001 9.88481e-07 3.71836e-10
1.16591e-05 0.190001 1.05108e-06 3.95386e-10
1.23975e-05 0.190001 1.11764e-06 4.20427e-10
1.31826e-05 0.190001 1.18841e-06 4.47055e-10
1.40174e-05 0.190001 1.26367e-06 4.7537e-10
1.4905e-05 0.190001 1.3437e-06 5.05479e-10
1.58489e-05 0.190001 1.42879e-06 5.37496e-10
1.68526e-05 0.190001 1.51927e-06 5.7154e-10
1.79198e-05 0.190001 1.61548e-06 6.07743e-10
1.90546e-05 0.190001 1.71778e-06 6.4624e-10
2.02613e-05 0.190001 1.82656e-06 6.87176e-10
2.15443e-05 0.190001 1.94223e-06 7.30708e-10
2.29087e-05 0.190001 2.06523e-06 7.76998e-10
2.43594e-05 0.190001 2.19601e-06 8.26224e-10
2.5902e-05 0.190001 2.33508e-06 8.7857e-10
2.75423e-05 0.190001 2.48295e-06 9.34237e-10
2.92864e-05 0.190001 2.64019e-06 9.93433e-10
3.11411e-05 0.190001 2.80738e-06 1.05639e-09
3.31131e-05 0.190001 2.98516e-06 1.12333e-09
3.52101e-05 0.190001 3.1742e-06 1.19453e-09
3.74398e-05 0.190001 3.37521e-06 1.27024e-09
3.98107e-05 0.190001 3.58896e-06 1.35076e-09
4.23318e-05 0.190001 3.81623e-06 1.4364e-09
4.50125e-05 0.190001 4.0579e-06 1.52748e-09
4.7863e-05 0.190001 4.31487e-06 1.62435e-09
5.0894e-05 0.190001 4.58812e-06 1.72737e-09
5.4117e-05 0.190001 4.87867e-06 1.83695e-09
5.7544e-05 0.190001 5.18762e-06 1.95351e-09
6.11881e-05 0.190001 5.51613e-06 2.07749e-09
6.50629e-05 0.190001 5.86545e-06 2.20937e-09
6.91831e-05 0.190001 6.23689e-06 2.34967e-09
7.35642e-05 0.190001 6.63185e-06 2.49892e-09
7.82228e-05 0.190001 7.05182e-06 2.6577e-09
8.31764e-05 0.190001 7.49839e-06 2.82665e-09
8.84437e-05 0.190001 7.97324e-06 3.0064e-09
9.40445e-05 0.190001 8.47815e-06 3.19768e-09
0.0001 0.190001 9.01505e-06 3.40124e-09
0.000106333 0.190001 9.58594e-06 3.61789e-09
0.000113066 0.190001 1.0193e-05 3.84849e-09
0.000120226 0.190001 1.08385e-05 4.09397e-09
0.00012784 0.190001 1.15248e-05 4.35532e-09
0.000135936 0.190001 1.22547e-05 4.63361e-09
0.000144544 0.190001 1.30307e-05 4.92998e-09
0.000153697 0.190001 1.38559e-05 5.24566e-09
0.000163431 0.190001 1.47333e-05 5.58197e-09
0.00017378 0.190001 1.56664e-05 5.94034e-09
0.000184785 0.190001 1.66584e-05 6.32229e-09
0.000196487 0.190001 1.77134e-05 6.7295e-09
0.00020893 0.190001 1.88351e-05 7.16376e-09
0.00022216 0.190001 2.00279e-05 7.627e-09
0.000236229 0.190001 2.12961e-05 8.12133e-09
0.000251189 0.190001 2.26448e-05 8.64905e-09
0.000267096 0.190001 2.40788e-05 9.21264e-09
0.00028401 0.190001 2.56036e-05 9.81483e-09
0.000301995 0.190001 2.7225e-05 1.04586e-08
0.000321119 0.190001 2.8949e-05 1.11472e-08
0.000341455 0.190001 3.07823e-05 1.18842e-08
0.000363078 0.190001 3.27316e-05 1.26735e-08
0.000386071 0.190001 3.48044e-05 1.35195e-08
0.000410519 0.190001 3.70084e-05 1.4427e-08
0.000436516 0.190001 3.9352e-05 1.54012e-08
0.000464159 0.190001 4.1844e-05 1.64482e-08
0.000493552 0.190001 4.44939e-05 1.75746e-08
0.000524807 0.190001 4.73115e-05 1.87875e-08
0.000558042 0.190001 5.03075e-05 2.00955e-08
0.000593381 0.190001 5.34933e-05 2.15076e-08
0.000630957 0.190001 5.68808e-05 2.30344e-08
0.000670914 0.190001 6.04829e-05 2.46876e-08
0.0007134 0.190001 6.4313e-05 2.64806e-08
0.000758578 0.190001 6.83857e-05 2.84285e-08
0.000806616 0.190001 7.27162e-05 3.05485e-08
0.000857696 0.190001 7.7321e-05 3.28601e-08
0.000912011 0.190001 8.22174e-05 3.53859e-08
0.000969765 0.190001 8.74239e-05 3.81514e-08
0.00103118 0.190001 9.296e-05 4.11859e-08
0.00109648 0.190001 9.88467e-05 4.45233e-08
0.00116591 0.190001 0.000105106 4.82021e-08
0.00123975 0.190001 0.000111762 5.22673e-08
0.00131826 0.190001 0.000118839 5.67702e-08
0.00140174 0.190001 0.000126365 6.17704e-08
0.0014905 0.190001 0.000134366 6.73369e-08
0.00158489 0.190001 0.000142875 7.35494e-08
0.00168526 0.190001 0.000151922 8.05004e-08
0.00179198 0.190001 0.000161542 8.8297e-08
0.00190546 0.190001 0.000171772 9.70638e-08
0.00202613 0.190001 0.000182649 1.06945e-07
0.00215443 0.190001 0.000194214 1.1811e-07
0.00229087 0.190001 0.000206512 1.30754e-07
0.00243594 0.190001 0.000219588 1.45104e-07
0.0025902 0.190001 0.000233492 1.61425e-07
0.00275423 0.190001 0.000248276 1.80026e-07
0.00292864 0.190001 0.000263997 2.01267e-07
0.00311411 0.190001 0.000280712 2.25567e-07
0.00331131 0.190001 0.000298485 2.53414e-07
0.00352101 0.190001 0.000317383 2.85376e-07
0.00374398 0.190001 0.000337477 3.22117e-07
0.00398107 0.190001 0.000358843 3.64409e-07
0.00423318 0.190001 0.00038156 4.13153e-07
0.00450125 0.190001 0.000405715 4.69398e-07
0.0047863 0.190001 0.000431398 5.34367e-07
0.0050894 0.190001 0.000458706 6.09483e-07
0.0054117 0.190001 0.000487741 6.96405e-07
0.0057544 0.190001 0.000518612 7.97063e-07
0.00611881 0.190001 0.000551435 9.13707e-07
0.00650629 0.190001 0.000586333 1.04895e-06
0.00691831 0.190001 0.000623437 1.20584e-06
0.00735642 0.190001 0.000662885 1.38791e-06
0.00782228 0.190001 0.000704826 1.59927e-06
0.00831764 0.190001 0.000749416 1.84471e-06
0.00884437 0.190001 0.000796821 2.12978e-06
0.00940445 0.190001 0.000847218 2.46091e-06
0.01 0.190001 0.000900795 2.84559e-06
0.0106333 0.190001 0.000957751 3.29248e-06
0.0113066 0.190001 0.0010183 3.81163e-06
0.0120226 0.190001 0.00108266 4.41468e-06
0.012784 0.190001 0.00115107 5.11509e-06
0.0135936 0.190001 0.00122379 5.92844e-06
0.0144544 0.190001 0.00130108 6.87275e-06
0.0153697 0.190001 0.00138323 7.9688e-06
0.0163431 0.190001 0.00147053 9.24061e-06
0.017378 0.190001 0.00156331 1.07159e-05
0.0184785 0.190001 0.0016619 1.24265e-05
0.0196487 0.190001 0.00176666 1.44091e-05
0.020893 0.190001 0.00187797 1.6706e-05
0.022216 0.190001 0.00199621 1.93658e-05
0.0236229 0.190001 0.00212183 2.24441e-05
0.0251189 0.190001 0.00225525 2.60047e-05
0.0267096 0.190001 0.00239695 3.01209e-05
0.028401 0.190001 0.00254741 3.48762e-05
0.0301995 0.190001 0.00270717 4.03663e-05
0.0321119 0.190001 0.00287676 4.67002e-05
0.0341455 0.190001 0.00305676 5.40021e-05
0.0363078 0.190001 0.00324776 6.24133e-05
0.0386071 0.190001 0.00345039 7.20943e-05
0.0410519 0.190001 0.00366531 8.32272e-05
0.0436516 0.190001 0.0038932 9.6018e-05
0.0464159 0.190001 0.00413476 0.000110699
0.0493552 0.190001 0.00439074 0.000127534
0.0524807 0.190001 0.00466189 0.000146817
0.0558042 0.190001 0.00494899 0.00016888
0.0593381 0.190001 0.00525284 0.000194093
0.0630957 0.190001 0.00557425 0.000222873
0.0670914 0.190001 0.00591405 0.000255681
0.07134 0.190001 0.00627307 0.000293028
0.0758578 0.190001 0.00665213 0.000335484
0.0806616 0.190001 0.00705205 0.000383674
0.0857696 0.190001 0.00747363 0.000438286
0.0912011 0.190001 0.00791763 0.000500072
0.0969765 0.190001 0.00838476 0.00056985
0.103118 0.190001 0.00887567 0.00064851
0.109648 0.190001 0.00939093 0.000737004
0.116591 0.190001 0.00993099 0.000836357
0.123975 0.190001 0.0104962 0.000947654
0.131826 0.190001 0.0110867 0.00107204
0.140174 0.190001 0.0117024 0.0012107
0.14905 0.190001 0.0123431 0.00136488
0.158489 0.190001 0.0130082 0.00153581
0.168526 0.190001 0.0136969 0.00172476
0.179198 0.190001 0.014408 0.00193295
0.190546 0.190001 0.0151396 0.00216154
0.202613 0.190001 0.0158898 0.00241162
0.215443 0.190001 0.0166557 0.0026841
0.229087 0.190001 0.0174342 0.00297973
0.243594 0.190001 0.018221 0.00329899
0.25902 0.190001 0.0190116 0.00364203
0.275423 0.190001 0.0198004 0.00400859
0.292864 0.190001 0.020581 0.00439796
0.311411 0.190001 0.0213461 0.00480884
0.331131 0.190001 0.0220876 0.00523926
0.352101 0.190001 0.0227962 0.00568652
0.374398 0.190001 0.0234619 0.0061471
0.398107 0.190001 0.0240738 0.00661656
0.423318 0.190001 0.0246203 0.00708951
0.450125 0.190001 0.025089 0.00755959
0.47863 0.190001 0.0254672 0.00801943
0.50894 0.190001 0.0257421 0.00846073
0.54117 0.190001 0.0259006 0.00887436
0.57544 0.190001 0.0259307 0.00925045
0.611881 0.190001 0.025821 0.00957871
0.650629 0.190001 0.0255617 0.00984861
0.691831 0.190001 0.025145 0.0100498
0.735642 0.190001 0.0245656 0.0101726
0.782228 0.190001 0.0238216 0.0102084
0.831764 0.190001 0.0229149 0.0101502
0.884437 0.190001 0.0218514 0.00999309
0.940445 0.190001 0.0206418 0.00973498
1 0.190001 0.0193015 0.00937684
1.06333 0.190001 0.0178508 0.00892314
1.13066 0.190001 0.0163141 0.008382
1.20226 0.190001 0.0147198 0.00776515
1.2784 0.190001 0.0130991 0.00708761
1.35936 0.190001 0.0114848 0.00636721
1.44544 0.190001 0.00990973 0.00562368
1.53697 0.190001 0.00840506 0.00487768
1.63431 0.190001 0.00699882 0.00414955
1.7378 0.190001 0.00571422 0.00345811
1.84785 0.190001 0.00456837 0.00281943
1.96487 0.190001 0.00357151 0.00224592
2.0893 0.190001 0.00272669 0.00174564
2.2216 0.190001 0.00203013 0.00132211
2.36229 0.190001 0.0014721 0.000974465
2.51189 0.190001 0.00103828 0.000698072
2.67096 0.190001 0.000711418 0.000485455
2.8401 0.190001 0.000473001 0.000327354
3.01995 0.190001 0.000304822 0.000213815
3.21119 0.190001 0.000190202 0.000135133
3.41455 0.190001 0.000114789 8.2552e-05
3.63078 0.190001 6.6928e-05 4.86916e-05
3.86071 0.190001 3.76513e-05 2.76945e-05
4.10519 0.190001 2.04065e-05 1.51674e-05
4.36516 0.190001 1.06369e-05 7.98467e-06
4.64159 0.190001 5.32153e-06 4.03231e-06
4.93552 0.190001 2.54927e-06 1.94894e-06
5.24807 0.190001 1.16633e-06 8.99229e-07
5.58042 0.190001 5.08173e-07 3.94943e-07
5.93381 0.190001 2.10207e-07 1.64611e-07
6.30957 0.190001 8.22788e-08 6.48957e-08
6.70914 0.190001 3.03672e-08 2.41147e-08
7.134 0.190001 1.05285e-08 8.41462e-09
7.58578 0.190001 3.41541e-09 2.74631e-09
8.06616 0.190001 1.03226e-09 8.34817e-10
8.57696 0.190001 2.89366e-10 2.35294e-10
9.12011 0.190001 7.48751e-11 6.11971e-11
9.69765 0.190001 1.77929e-11 1.46132e-11
10.3118 0.190001 3.86207e-12 3.18648e-12
10.9648 0.190001 7.61305e-13 6.30858e-13
11.6591 0.190001 1.35458e-13 1.12707e-13
12.3975 0.190001 2.16137e-14 1.80532e-14
13.1826 0.190001 3.07134e-15 2.57474e-15
14.0174 0.190001 3.85839e-16 3.24567e-16
14.905 0.190001 4.25173e-17 3.58817e-17
15.8489 0.190001 4.07564e-18 3.4501e-18
16.8526 0.190001 3.36864e-19 2.85986e-19
17.9198 0.190001 2.37827e-20 2.02457e-20
19.0546 0.190001 1.41995e-21 1.21188e-21
20.2613 0.190001 7.09375e-23 6.06893e-23
21.5443 0.190001 2.93197e-24 2.51412e-24
22.9087 0.190001 9.90622e-26 8.5127e-26
24.3594 0.190001 2.70129e-27 2.326e-27
25.902 0.190001 5.86476e-29 5.05961e-29
27.5423 0.190001 9.99245e-31 8.63614e-31
29.2864 0.190001 1.31573e-32 1.13907e-32
31.1411 0.190001 1.31717e-34 1.14214e-34
33.1131 0.190001 9.85278e-37 8.55632e-37
35.2101 0.190001 5.40626e-39 4.70153e-39
37.4398 0.190001 2.13369e-41 1.85803e-41
39.8107 0.190001 5.93192e-44 5.17204e-44
42.3318 0.190001 1.13619e-46 9.91815e-47
45.0125 0.190001 1.46436e-49 1.27971e-49
47.863 0.190001 1.23848e-52 1.08344e-52
50.894 0.190001 6.69241e-56 5.86041e-56
54.117 0.190001 2.24599e-59 1.9686e-59
57.544 0.190001 4.54218e-63 3.98467e-63
61.1881 0.190001 5.36064e-67 4.70654e-67
65.0629 0.190001 3.56823e-71 3.13526e-71
69.1831 0.190001 1.29187e-75 1.13594e-75
73.5642 0.190001 2.44774e-80 2.15378e-80
78.2228 0.190001 2.32961e-85 2.05116e-85
83.1764 0.190001 1.06619e-90 9.39318e-91
88.4437 0.190001 2.24016e-96 1.97472e-96
94.0445 0.190001 2.05687e-102 1.81413e-102
100 0.190001 7.83159e-109 6.91082e-109

1e-06 0.200001 8.85626e-08 3.39104e-11
1.06333e-06 0.200001 9.41617e-08 3.60543e-11
1.13066e-06 0.200001 1.00143e-07 3.83446e-11
1.20226e-06 0.200001 1.06471e-07 4.07675e-11
1.2784e-06 0.200001 1.13208e-07 4.3347e-11
1.35936e-06 0.200001 1.20387e-07 4.6096e-11
1.44544e-06 0.200001 1.28002e-07 4.90117e-11
1.53697e-06 0.200001 1.36116e-07 5.21184e-11
1.63431e-06 0.200001 1.44745e-07 5.54223e-11
1.7378e-06 0.200001 1.53897e-07 5.89267e-11
1.84785e-06 0.200001 1.63646e-07 6.26598e-11
1.96487e-06 0.200001 1.74016e-07 6.66302e-11
2.0893e-06 0.200001 1.85037e-07 7.08504e-11
2.2216e-06 0.200001 1.96749e-07 7.53348e-11
2.36229e-06 0.200001 2.09211e-07 8.01066e-11
2.51189e-06 0.200001 2.22454e-07 8.51773e-11
2.67096e-06 0.200001 2.36542e-07 9.05715e-11
2.8401e-06 0.200001 2.51522e-07 9.63076e-11
3.01995e-06 0.200001 2.67453e-07 1.02408e-10
3.21119e-06 0.200001 2.84385e-07 1.08891e-10
3.41455e-06 0.200001 3.02399e-07 1.15789e-10
3.63078e-06 0.200001 3.21549e-07 1.23121e-10
3.86071e-06 0.200001 3.4191e-07 1.30917e-10
4.10519e-06 0.200001 3.63561e-07 1.39208e-10
4.36516e-06 0.200001 3.86584e-07 1.48023e-10
4.64159e-06 0.200001 4.11067e-07 1.57398e-10
4.93552e-06 0.200001 4.371e-07 1.67367e-10
5.24807e-06 0.200001 4.64779e-07 1.77965e-10
5.58042e-06 0.200001 4.94212e-07 1.89235e-10
5.93381e-06 0.200001 5.25509e-07 2.0122e-10
6.30957e-06 0.200001 5.58787e-07 2.13962e-10
6.70914e-06 0.200001 5.94172e-07 2.27512e-10
7.134e-06 0.200001 6.31799e-07 2.41921e-10
7.58578e-06 0.200001 6.71807e-07 2.57241e-10
8.06616e-06 0.200001 7.14352e-07 2.73532e-10
8.57696e-06 0.200001 7.59589e-07 2.90855e-10
9.12011e-06 0.200001 8.0769e-07 3.09275e-10
9.69765e-06 0.200001 8.58841e-07 3.28863e-10
1.03118e-05 0.200001 9.13226e-07 3.4969e-10
1.09648e-05 0.200001 9.71059e-07 3.71838e-10
1.16591e-05 0.200001 1.03255e-06 3.95387e-10
1.23975e-05 0.200001 1.09794e-06 4.2043e-10
1.31826e-05 0.200001 1.16747e-06 4.47058e-10
1.40174e-05 0.200001 1.2414e-06 4.75373e-10
1.4905e-05 0.200001 1.32002e-06 5.05483e-10
1.58489e-05 0.200001 1.40361e-06 5.375e-10
1.68526e-05 0.200001 1.49249e-06 5.71546e-10
1.79198e-05 0.200001 1.58701e-06 6.07749e-10
1.90546e-05 0.200001 1.68751e-06 6.46248e-10
2.02613e-05 0.200001 1.79437e-06 6.87185e-10
2.15443e-05 0.200001 1.908e-06 7.30718e-10
2.29087e-05 0.200001 2.02883e-06 7.77011e-10
2.43594e-05 0.200001 2.15731e-06 8.26239e-10
2.5902e-05 0.200001 2.29392e-06 8.78588e-10
2.75423e-05 0.200001 2.43919e-06 9.34258e-10
2.92864e-05 0.200001 2.59365e-06 9.93459e-10
3.11411e-05 0.200001 2.7579e-06 1.05642e-09
3.31131e-05 0.200001 2.93255e-06 1.12337e-09
3.52101e-05 0.200001 3.11826e-06 1.19457e-09
3.74398e-05 0.200001 3.31573e-06 1.27029e-09
3.98107e-05 0.200001 3.5257e-06 1.35082e-09
4.23318e-05 0.200001 3.74897e-06 1.43647e-09
4.50125e-05 0.200001 3.98638e-06 1.52756e-09
4.7863e-05 0.200001 4.23882e-06 1.62445e-09
5.0894e-05 0.200001 4.50725e-06 1.72749e-09
5.4117e-05 0.200001 4.79268e-06 1.8371e-09
5.7544e-05 0.200001 5.09619e-06 1.95368e-09
6.11881e-05 0.200001 5.41891e-06 2.07769e-09
6.50629e-05 0.200001 5.76207e-06 2.20961e-09
6.91831e-05 0.200001 6.12696e-06 2.34995e-09
7.35642e-05 0.200001 6.51496e-06 2.49925e-09
7.82228e-05 0.200001 6.92753e-06 2.6581e-09
8.31764e-05 0.200001 7.36623e-06 2.82711e-09
8.84437e-05 0.200001 7.83271e-06 3.00696e-09
9.40445e-05 0.200001 8.32873e-06 3.19834e-09
0.0001 0.200001 8.85616e-06 3.40203e-09
0.000106333 0.200001 9.41699e-06 3.61882e-09
0.000113066 0.200001 1.00133e-05 3.84959e-09
0.000120226 0.200001 1.06474e-05 4.09527e-09
0.00012784 0.200001 1.13217e-05 4.35686e-09
0.000135936 0.200001 1.20387e-05 4.63544e-09
0.000144544 0.200001 1.2801e-05 4.93214e-09
0.000153697 0.200001 1.36117e-05 5.24822e-09
0.000163431 0.200001 1.44737e-05 5.58501e-09
0.00017378 0.200001 1.53902e-05 5.94394e-09
0.000184785 0.200001 1.63648e-05 6.32656e-09
0.000196487 0.200001 1.74012e-05 6.73456e-09
0.00020893 0.200001 1.85031e-05 7.16974e-09
0.00022216 0.200001 1.96749e-05 7.63409e-09
0.000236229 0.200001 2.09208e-05 8.12972e-09
0.000251189 0.200001 2.22456e-05 8.65898e-09
0.000267096 0.200001 2.36544e-05 9.2244e-09
0.00028401 0.200001 2.51523e-05 9.82875e-09
0.000301995 0.200001 2.67451e-05 1.04751e-08
0.000321119 0.200001 2.84388e-05 1.11667e-08
0.000341455 0.200001 3.02397e-05 1.19072e-08
0.000363078 0.200001 3.21547e-05 1.27008e-08
0.000386071 0.200001 3.4191e-05 1.35517e-08
0.000410519 0.200001 3.63561e-05 1.44651e-08
0.000436516 0.200001 3.86584e-05 1.54464e-08
0.000464159 0.200001 4.11065e-05 1.65016e-08
0.000493552 0.200001 4.37097e-05 1.76376e-08
0.000524807 0.200001 4.64776e-05 1.88621e-08
0.000558042 0.200001 4.94209e-05 2.01836e-08
0.000593381 0.200001 5.25505e-05 2.16117e-08
0.000630957 0.200001 5.58783e-05 2.31574e-08
0.000670914 0.200001 5.94168e-05 2.48329e-08
0.0007134 0.200001 6.31795e-05 2.66521e-08
0.000758578 0.200001 6.71804e-05 2.86311e-08
0.000806616 0.200001 7.14346e-05 3.07877e-08
0.000857696 0.200001 7.59582e-05 3.31425e-08
0.000912011 0.200001 8.07683e-05 3.57192e-08
0.000969765 0.200001 8.5883e-05 3.85447e-08
0.00103118 0.200001 9.13216e-05 4.165e-08
0.00109648 0.200001 9.71045e-05 4.50707e-08
0.00116591 0.200001 0.000103254 4.88479e-08
0.00123975 0.200001 0.000109792 5.30287e-08
0.00131826 0.200001 0.000116745 5.7668e-08
0.00140174 0.200001 0.000124137 6.28287e-08
0.0014905 0.200001 0.000131998 6.85842e-08
0.00158489 0.200001 0.000140357 7.50191e-08
0.00168526 0.200001 0.000149245 8.22318e-08
0.00179198 0.200001 0.000158695 9.03363e-08
0.00190546 0.200001 0.000168744 9.94653e-08
0.00202613 0.200001 0.000179429 1.09773e-07
0.00215443 0.200001 0.000190791 1.21438e-07
0.00229087 0.200001 0.000202872 1.3467e-07
0.00243594 0.200001 0.000215717 1.49712e-07
0.0025902 0.200001 0.000229376 1.66845e-07
0.00275423 0.200001 0.0002439 1.864e-07
0.00292864 0.200001 0.000259343 2.08761e-07
0.00311411 0.200001 0.000275763 2.34375e-07
0.00331131 0.200001 0.000293223 2.63764e-07
0.00352101 0.200001 0.000311788 2.97535e-07
0.00374398 0.200001 0.000331527 3.36397e-07
0.00398107 0.200001 0.000352516 3.81176e-07
0.00423318 0.200001 0.000374833 4.32834e-07
0.00450125 0.200001 0.000398562 4.92493e-07
0.0047863 0.200001 0.000423792 5.6146e-07
0.0050894 0.200001 0.000450618 6.41256e-07
0.0054117 0.200001 0.00047914 7.33654e-07
0.0057544 0.200001 0.000509466 8.4072e-07
0.00611881 0.200001 0.00054171 9.64855e-07
0.00650629 0.200001 0.000575992 1.10886e-06
0.00691831 0.200001 0.00061244 1.27598e-06
0.00735642 0.200001 0.000651192 1.47e-06
0.00782228 0.200001 0.000692391 1.69532e-06
0.00831764 0.200001 0.000736193 1.95704e-06
0.00884437 0.200001 0.00078276 2.26109e-06
0.00940445 0.200001 0.000832265 2.61437e-06
0.01 0.200001 0.000884894 3.02485e-06
0.0106333 0.200001 0.000940841 3.50179e-06
0.0113066 0.200001 0.00100032 4.05592e-06
0.0120226 0.200001 0.00106354 4.69967e-06
0.012784 0.200001 0.00113074 5.44741e-06
0.0135936 0.200001 0.00120216 6.31577e-06
0.0144544 0.200001 0.00127808 7.32396e-06
0.0153697 0.200001 0.00135877 8.49419e-06
0.0163431 0.200001 0.00144452 9.85204e-06
