# Collapsar-like analytic profile with exponential cutoff
# rho(r) = rho0*(r/r0)^(-alpha)*exp[-(r-r0)/Rcut]
# columns:
# r_cm dens_gcm3 temp_MeV ye pres_dummy entr_dummy
3.60456e+06 2.13978e+10 22.6455 0.144548 4.84563e+11 0.00815689
3.61842e+06 2.11527e+10 22.576 0.144682 4.77542e+11 0.00816315
3.63234e+06 2.09104e+10 22.5067 0.144815 4.70623e+11 0.00816942
3.64631e+06 2.06708e+10 22.4376 0.144948 4.63804e+11 0.00817568
3.66034e+06 2.0434e+10 22.3688 0.145082 4.57084e+11 0.00818196
3.67442e+06 2.02e+10 22.3001 0.145215 4.50461e+11 0.00818824
3.68855e+06 1.99686e+10 22.2317 0.145348 4.43935e+11 0.00819452
3.70274e+06 1.97398e+10 22.1635 0.145482 4.37503e+11 0.00820081
3.71698e+06 1.95137e+10 22.0954 0.145615 4.31164e+11 0.0082071
3.73128e+06 1.92902e+10 22.0276 0.145749 4.24916e+11 0.00821339
3.74563e+06 1.90692e+10 21.96 0.145882 4.1876e+11 0.0082197
3.76003e+06 1.88507e+10 21.8926 0.146015 4.12692e+11 0.008226
3.7745e+06 1.86348e+10 21.8255 0.146149 4.06713e+11 0.00823232
3.78901e+06 1.84213e+10 21.7585 0.146282 4.0082e+11 0.00823863
3.80359e+06 1.82103e+10 21.6917 0.146415 3.95012e+11 0.00824495
3.81822e+06 1.80017e+10 21.6251 0.146549 3.89289e+11 0.00825128
3.8329e+06 1.77955e+10 21.5588 0.146682 3.83648e+11 0.00825761
3.84765e+06 1.75916e+10 21.4926 0.146816 3.7809e+11 0.00826395
3.86244e+06 1.73901e+10 21.4267 0.146949 3.72611e+11 0.00827029
3.8773e+06 1.71909e+10 21.3609 0.147082 3.67212e+11 0.00827663
3.89221e+06 1.69939e+10 21.2953 0.147216 3.61892e+11 0.00828298
3.90718e+06 1.67993e+10 21.23 0.147349 3.56648e+11 0.00828934
3.92221e+06 1.66068e+10 21.1648 0.147482 3.51481e+11 0.0082957
3.9373e+06 1.64166e+10 21.0999 0.147616 3.46388e+11 0.00830206
3.95244e+06 1.62285e+10 21.0351 0.147749 3.41369e+11 0.00830843
3.96765e+06 1.60426e+10 20.9706 0.147883 3.36423e+11 0.00831481
3.98291e+06 1.58588e+10 20.9062 0.148016 3.31548e+11 0.00832119
3.99823e+06 1.56771e+10 20.8421 0.148149 3.26744e+11 0.00832757
4.0136e+06 1.54976e+10 20.7781 0.148283 3.2201e+11 0.00833396
4.02904e+06 1.532e+10 20.7143 0.148416 3.17344e+11 0.00834035
4.04454e+06 1.51445e+10 20.6508 0.14855 3.12746e+11 0.00834675
4.06009e+06 1.4971e+10 20.5874 0.148683 3.08214e+11 0.00835316
4.07571e+06 1.47995e+10 20.5242 0.148816 3.03748e+11 0.00835956
4.09139e+06 1.463e+10 20.4612 0.14895 2.99347e+11 0.00836598
4.10712e+06 1.44624e+10 20.3984 0.149083 2.95009e+11 0.0083724
4.12292e+06 1.42967e+10 20.3358 0.149216 2.90735e+11 0.00837882
4.13878e+06 1.41329e+10 20.2734 0.14935 2.86522e+11 0.00838525
4.1547e+06 1.3971e+10 20.2112 0.149483 2.8237e+11 0.00839168
4.17068e+06 1.3811e+10 20.1491 0.149617 2.78279e+11 0.00839812
4.18672e+06 1.36527e+10 20.0873 0.14975 2.74247e+11 0.00840456
4.20282e+06 1.34963e+10 20.0257 0.149883 2.70273e+11 0.00841101
4.21899e+06 1.33417e+10 19.9642 0.150017 2.66357e+11 0.00841746
4.23522e+06 1.31889e+10 19.9029 0.15015 2.62497e+11 0.00842392
4.25151e+06 1.30378e+10 19.8418 0.150283 2.58693e+11 0.00843038
4.26786e+06 1.28884e+10 19.7809 0.150417 2.54945e+11 0.00843685
4.28427e+06 1.27408e+10 19.7202 0.15055 2.51251e+11 0.00844332
4.30075e+06 1.25948e+10 19.6597 0.150684 2.4761e+11 0.0084498
4.3173e+06 1.24505e+10 19.5994 0.150817 2.44022e+11 0.00845628
4.3339e+06 1.23079e+10 19.5392 0.15095 2.40486e+11 0.00846277
4.35057e+06 1.21669e+10 19.4792 0.151084 2.37002e+11 0.00846926
4.3673e+06 1.20275e+10 19.4195 0.151217 2.33567e+11 0.00847576
4.3841e+06 1.18897e+10 19.3599 0.15135 2.30183e+11 0.00848226
4.40096e+06 1.17535e+10 19.3004 0.151484 2.26847e+11 0.00848877
4.41789e+06 1.16188e+10 19.2412 0.151617 2.2356e+11 0.00849528
4.43488e+06 1.14857e+10 19.1821 0.151751 2.20321e+11 0.0085018
4.45194e+06 1.13541e+10 19.1233 0.151884 2.17128e+11 0.00850832
4.46907e+06 1.12241e+10 19.0646 0.152017 2.13982e+11 0.00851485
4.48626e+06 1.10955e+10 19.0061 0.152151 2.10881e+11 0.00852138
4.50351e+06 1.09684e+10 18.9477 0.152284 2.07826e+11 0.00852791
4.52083e+06 1.08427e+10 18.8896 0.152417 2.04814e+11 0.00853446
4.53822e+06 1.07185e+10 18.8316 0.152551 2.01846e+11 0.008541
4.55568e+06 1.05957e+10 18.7738 0.152684 1.98921e+11 0.00854756
4.5732e+06 1.04743e+10 18.7162 0.152818 1.96039e+11 0.00855411
4.59079e+06 1.03543e+10 18.6587 0.152951 1.93198e+11 0.00856067
4.60845e+06 1.02357e+10 18.6014 0.153084 1.90399e+11 0.00856724
4.62617e+06 1.01184e+10 18.5443 0.153218 1.8764e+11 0.00857381
4.64397e+06 1.00025e+10 18.4874 0.153351 1.8492e+11 0.00858039
4.66183e+06 9.8879e+09 18.4307 0.153484 1.82241e+11 0.00858697
4.67976e+06 9.77462e+09 18.3741 0.153618 1.796e+11 0.00859356
4.69776e+06 9.66264e+09 18.3177 0.153751 1.76997e+11 0.00860015
4.71583e+06 9.55194e+09 18.2615 0.153885 1.74433e+11 0.00860675
4.73397e+06 9.4425e+09 18.2054 0.154018 1.71905e+11 0.00861335
4.75217e+06 9.33432e+09 18.1496 0.154151 1.69414e+11 0.00861996
4.77045e+06 9.22738e+09 18.0938 0.154285 1.66959e+11 0.00862657
4.7888e+06 9.12167e+09 18.0383 0.154418 1.64539e+11 0.00863319
4.80722e+06 9.01716e+09 17.9829 0.154552 1.62155e+11 0.00863981
4.82571e+06 8.91385e+09 17.9277 0.154685 1.59805e+11 0.00864643
4.84427e+06 8.81173e+09 17.8727 0.154818 1.57489e+11 0.00865307
4.8629e+06 8.71077e+09 17.8179 0.154952 1.55207e+11 0.0086597
4.88161e+06 8.61098e+09 17.7632 0.155085 1.52958e+11 0.00866635
4.90038e+06 8.51232e+09 17.7086 0.155218 1.50742e+11 0.00867299
4.91923e+06 8.4148e+09 17.6543 0.155352 1.48557e+11 0.00867965
4.93815e+06 8.31839e+09 17.6001 0.155485 1.46404e+11 0.0086863
4.95715e+06 8.22309e+09 17.5461 0.155619 1.44283e+11 0.00869297
4.97621e+06 8.12887e+09 17.4922 0.155752 1.42192e+11 0.00869963
4.99535e+06 8.03574e+09 17.4385 0.155885 1.40131e+11 0.00870631
5.01457e+06 7.94368e+09 17.385 0.156019 1.38101e+11 0.00871299
5.03385e+06 7.85266e+09 17.3316 0.156152 1.36099e+11 0.00871967
5.05322e+06 7.7627e+09 17.2784 0.156285 1.34127e+11 0.00872636
5.07265e+06 7.67376e+09 17.2254 0.156419 1.32183e+11 0.00873305
5.09216e+06 7.58584e+09 17.1725 0.156552 1.30268e+11 0.00873975
5.11175e+06 7.49893e+09 17.1198 0.156686 1.2838e+11 0.00874645
5.13141e+06 7.41301e+09 17.0672 0.156819 1.2652e+11 0.00875316
5.15115e+06 7.32808e+09 17.0148 0.156952 1.24686e+11 0.00875987
5.17096e+06 7.24412e+09 16.9626 0.157086 1.22879e+11 0.00876659
5.19085e+06 7.16112e+09 16.9105 0.157219 1.21098e+11 0.00877331
5.21081e+06 7.07907e+09 16.8586 0.157352 1.19343e+11 0.00878004
5.23086e+06 6.99797e+09 16.8069 0.157486 1.17614e+11 0.00878678
5.25098e+06 6.91779e+09 16.7553 0.157619 1.15909e+11 0.00879352
5.27117e+06 6.83853e+09 16.7038 0.157753 1.1423e+11 0.00880026
5.29145e+06 6.76018e+09 16.6526 0.157886 1.12574e+11 0.00880701
5.3118e+06 6.68272e+09 16.6014 0.158019 1.10943e+11 0.00881376
5.33223e+06 6.60616e+09 16.5505 0.158153 1.09335e+11 0.00882052
5.35274e+06 6.53047e+09 16.4997 0.158286 1.07751e+11 0.00882729
5.37333e+06 6.45564e+09 16.449 0.158419 1.06189e+11 0.00883406
5.394e+06 6.38168e+09 16.3985 0.158553 1.0465e+11 0.00884083
5.41474e+06 6.30856e+09 16.3482 0.158686 1.03134e+11 0.00884761
5.43557e+06 6.23628e+09 16.298 0.15882 1.01639e+11 0.0088544
5.45648e+06 6.16483e+09 16.248 0.158953 1.00166e+11 0.00886119
5.47746e+06 6.09419e+09 16.1981 0.159086 9.87143e+10 0.00886799
5.49853e+06 6.02437e+09 16.1484 0.15922 9.72836e+10 0.00887479
5.51968e+06 5.95534e+09 16.0988 0.159353 9.58738e+10 0.00888159
5.54091e+06 5.88711e+09 16.0494 0.159486 9.44843e+10 0.0088884
5.56222e+06 5.81965e+09 16.0001 0.15962 9.3115e+10 0.00889522
5.58362e+06 5.75297e+09 15.951 0.159753 9.17655e+10 0.00890204
5.60509e+06 5.68706e+09 15.902 0.159887 9.04356e+10 0.00890887
5.62665e+06 5.6219e+09 15.8532 0.16002 8.9125e+10 0.0089157
5.64829e+06 5.55748e+09 15.8045 0.160153 8.78333e+10 0.00892254
5.67002e+06 5.49381e+09 15.756 0.160287 8.65604e+10 0.00892938
5.69183e+06 5.43086e+09 15.7076 0.16042 8.53059e+10 0.00893623
5.71372e+06 5.36863e+09 15.6594 0.160554 8.40695e+10 0.00894308
5.7357e+06 5.30712e+09 15.6113 0.160687 8.28511e+10 0.00894994
5.75776e+06 5.24631e+09 15.5634 0.16082 8.16504e+10 0.0089568
5.7799e+06 5.1862e+09 15.5156 0.160954 8.0467e+10 0.00896367
5.80214e+06 5.12677e+09 15.468 0.161087 7.93008e+10 0.00897055
5.82445e+06 5.06803e+09 15.4205 0.16122 7.81515e+10 0.00897742
5.84685e+06 5.00996e+09 15.3731 0.161354 7.70189e+10 0.00898431
5.86934e+06 4.95256e+09 15.3259 0.161487 7.59026e+10 0.0089912
5.89192e+06 4.89581e+09 15.2789 0.161621 7.48025e+10 0.00899809
5.91458e+06 4.83971e+09 15.232 0.161754 7.37184e+10 0.00900499
5.93733e+06 4.78426e+09 15.1852 0.161887 7.265e+10 0.0090119
5.96017e+06 4.72944e+09 15.1386 0.162021 7.15971e+10 0.00901881
5.98309e+06 4.67525e+09 15.0921 0.162154 7.05594e+10 0.00902572
6.0061e+06 4.62168e+09 15.0458 0.162287 6.95367e+10 0.00903264
6.02921e+06 4.56872e+09 14.9996 0.162421 6.85289e+10 0.00903957
6.0524e+06 4.51637e+09 14.9535 0.162554 6.75357e+10 0.0090465
6.07567e+06 4.46462e+09 14.9076 0.162688 6.65569e+10 0.00905344
6.09904e+06 4.41346e+09 14.8619 0.162821 6.55922e+10 0.00906038
6.1225e+06 4.36289e+09 14.8162 0.162954 6.46416e+10 0.00906733
6.14605e+06 4.3129e+09 14.7707 0.163088 6.37047e+10 0.00907428
6.16969e+06 4.26348e+09 14.7254 0.163221 6.27814e+10 0.00908124
6.19342e+06 4.21463e+09 14.6802 0.163354 6.18714e+10 0.0090882
6.21724e+06 4.16633e+09 14.6351 0.163488 6.09747e+10 0.00909517
6.24116e+06 4.11859e+09 14.5902 0.163621 6.00909e+10 0.00910214
6.26516e+06 4.0714e+09 14.5454 0.163755 5.922e+10 0.00910912
6.28926e+06 4.02475e+09 14.5007 0.163888 5.83616e+10 0.00911611
6.31345e+06 3.97863e+09 14.4562 0.164021 5.75158e+10 0.0091231
6.33773e+06 3.93304e+09 14.4118 0.164155 5.66821e+10 0.00913009
6.36211e+06 3.88797e+09 14.3675 0.164288 5.58606e+10 0.00913709
6.38658e+06 3.84342e+09 14.3234 0.164421 5.50509e+10 0.0091441
6.41115e+06 3.79938e+09 14.2794 0.164555 5.4253e+10 0.00915111
6.4358e+06 3.75584e+09 14.2356 0.164688 5.34667e+10 0.00915813
6.46056e+06 3.7128e+09 14.1919 0.164822 5.26917e+10 0.00916515
6.48541e+06 3.67026e+09 14.1483 0.164955 5.1928e+10 0.00917217
6.51035e+06 3.6282e+09 14.1049 0.165088 5.11753e+10 0.00917921
6.53539e+06 3.58663e+09 14.0616 0.165222 5.04336e+10 0.00918624
6.56053e+06 3.54553e+09 14.0184 0.165355 4.97026e+10 0.00919329
6.58576e+06 3.5049e+09 13.9753 0.165488 4.89821e+10 0.00920033
6.6111e+06 3.46474e+09 13.9324 0.165622 4.82722e+10 0.00920739
6.63652e+06 3.42503e+09 13.8896 0.165755 4.75725e+10 0.00921445
6.66205e+06 3.38579e+09 13.847 0.165889 4.68829e+10 0.00922151
6.68767e+06 3.34699e+09 13.8045 0.166022 4.62034e+10 0.00922858
6.7134e+06 3.30863e+09 13.7621 0.166155 4.55337e+10 0.00923566
6.73922e+06 3.27072e+09 13.7198 0.166289 4.48737e+10 0.00924274
6.76514e+06 3.23324e+09 13.6777 0.166422 4.42233e+10 0.00924982
6.79116e+06 3.19619e+09 13.6357 0.166556 4.35823e+10 0.00925691
6.81728e+06 3.15956e+09 13.5938 0.166689 4.29505e+10 0.00926401
6.8435e+06 3.12336e+09 13.5521 0.166822 4.2328e+10 0.00927111
6.86982e+06 3.08757e+09 13.5105 0.166956 4.17144e+10 0.00927822
6.89625e+06 3.05218e+09 13.469 0.167089 4.11098e+10 0.00928533
6.92277e+06 3.01721e+09 13.4276 0.167222 4.05139e+10 0.00929245
6.9494e+06 2.98263e+09 13.3864 0.167356 3.99266e+10 0.00929957
6.97613e+06 2.94845e+09 13.3453 0.167489 3.93479e+10 0.0093067
7.00296e+06 2.91466e+09 13.3043 0.167623 3.87775e+10 0.00931384
7.0299e+06 2.88126e+09 13.2634 0.167756 3.82154e+10 0.00932098
7.05694e+06 2.84825e+09 13.2227 0.167889 3.76615e+10 0.00932812
7.08408e+06 2.81561e+09 13.1821 0.168023 3.71156e+10 0.00933527
7.11133e+06 2.78334e+09 13.1416 0.168156 3.65776e+10 0.00934243
7.13868e+06 2.75144e+09 13.1013 0.168289 3.60474e+10 0.00934959
7.16614e+06 2.71991e+09 13.061 0.168423 3.55248e+10 0.00935676
7.1937e+06 2.68874e+09 13.0209 0.168556 3.50099e+10 0.00936393
7.22137e+06 2.65793e+09 12.9809 0.16869 3.45024e+10 0.00937111
7.24914e+06 2.62747e+09 12.9411 0.168823 3.40022e+10 0.00937829
7.27703e+06 2.59736e+09 12.9013 0.168956 3.35094e+10 0.00938548
7.30502e+06 2.56759e+09 12.8617 0.16909 3.30236e+10 0.00939267
7.33311e+06 2.53817e+09 12.8222 0.169223 3.25449e+10 0.00939987
7.36132e+06 2.50908e+09 12.7828 0.169356 3.20731e+10 0.00940708
7.38963e+06 2.48033e+09 12.7436 0.16949 3.16082e+10 0.00941429
7.41806e+06 2.4519e+09 12.7044 0.169623 3.115e+10 0.00942151
7.44659e+06 2.42381e+09 12.6654 0.169757 3.06985e+10 0.00942873
7.47523e+06 2.39603e+09 12.6265 0.16989 3.02535e+10 0.00943595
7.50398e+06 2.36857e+09 12.5877 0.170023 2.98149e+10 0.00944319
7.53284e+06 2.34142e+09 12.5491 0.170157 2.93827e+10 0.00945042
7.56182e+06 2.31459e+09 12.5105 0.17029 2.89568e+10 0.00945767
7.5909e+06 2.28807e+09 12.4721 0.170423 2.8537e+10 0.00946492
7.6201e+06 2.26184e+09 12.4338 0.170557 2.81233e+10 0.00947217
7.64941e+06 2.23592e+09 12.3956 0.17069 2.77156e+10 0.00947943
7.67883e+06 2.2103e+09 12.3575 0.170824 2.73138e+10 0.0094867
7.70837e+06 2.18497e+09 12.3196 0.170957 2.69179e+10 0.00949397
7.73801e+06 2.15993e+09 12.2817 0.17109 2.65277e+10 0.00950124
7.76778e+06 2.13517e+09 12.244 0.171224 2.61431e+10 0.00950853
7.79765e+06 2.1107e+09 12.2064 0.171357 2.57641e+10 0.00951581
7.82765e+06 2.08651e+09 12.1689 0.17149 2.53906e+10 0.00952311
7.85775e+06 2.0626e+09 12.1316 0.171624 2.50225e+10 0.00953041
7.88798e+06 2.03896e+09 12.0943 0.171757 2.46598e+10 0.00953771
7.91832e+06 2.01559e+09 12.0571 0.171891 2.43023e+10 0.00954502
7.94877e+06 1.99249e+09 12.0201 0.172024 2.395e+10 0.00955233
7.97935e+06 1.96966e+09 11.9832 0.172157 2.36028e+10 0.00955965
8.01004e+06 1.94708e+09 11.9464 0.172291 2.32606e+10 0.00956698
8.04085e+06 1.92477e+09 11.9097 0.172424 2.29234e+10 0.00957431
8.07177e+06 1.90271e+09 11.8731 0.172558 2.25911e+10 0.00958165
8.10282e+06 1.8809e+09 11.8366 0.172691 2.22635e+10 0.00958899
8.13399e+06 1.85934e+09 11.8003 0.172824 2.19408e+10 0.00959634
8.16527e+06 1.83803e+09 11.764 0.172958 2.16227e+10 0.0096037
8.19668e+06 1.81697e+09 11.7279 0.173091 2.13092e+10 0.00961106
8.2282e+06 1.79614e+09 11.6919 0.173224 2.10003e+10 0.00961842
8.25985e+06 1.77556e+09 11.656 0.173358 2.06958e+10 0.00962579
8.29162e+06 1.75521e+09 11.6202 0.173491 2.03958e+10 0.00963317
8.32352e+06 1.73509e+09 11.5845 0.173625 2.01001e+10 0.00964055
8.35553e+06 1.71521e+09 11.5489 0.173758 1.98087e+10 0.00964794
8.38767e+06 1.69555e+09 11.5134 0.173891 1.95215e+10 0.00965533
8.41993e+06 1.67611e+09 11.478 0.174025 1.92385e+10 0.00966273
8.45231e+06 1.6569e+09 11.4428 0.174158 1.89596e+10 0.00967013
8.48482e+06 1.63791e+09 11.4076 0.174291 1.86847e+10 0.00967754
8.51746e+06 1.61914e+09 11.3726 0.174425 1.84138e+10 0.00968496
8.55022e+06 1.60058e+09 11.3377 0.174558 1.81468e+10 0.00969238
8.58311e+06 1.58224e+09 11.3028 0.174692 1.78837e+10 0.00969981
8.61612e+06 1.5641e+09 11.2681 0.174825 1.76245e+10 0.00970724
8.64926e+06 1.54617e+09 11.2335 0.174958 1.73689e+10 0.00971468
8.68253e+06 1.52845e+09 11.199 0.175092 1.71171e+10 0.00972212
8.71592e+06 1.51093e+09 11.1646 0.175225 1.68689e+10 0.00972957
8.74945e+06 1.49362e+09 11.1303 0.175358 1.66244e+10 0.00973703
8.7831e+06 1.4765e+09 11.0961 0.175492 1.63833e+10 0.00974449
8.81688e+06 1.45957e+09 11.062 0.175625 1.61458e+10 0.00975195
8.8508e+06 1.44284e+09 11.028 0.175759 1.59117e+10 0.00975942
8.88484e+06 1.42631e+09 10.9941 0.175892 1.5681e+10 0.0097669
8.91901e+06 1.40996e+09 10.9604 0.176025 1.54536e+10 0.00977438
8.95332e+06 1.3938e+09 10.9267 0.176159 1.52296e+10 0.00978187
8.98775e+06 1.37782e+09 10.8931 0.176292 1.50088e+10 0.00978937
9.02232e+06 1.36203e+09 10.8597 0.176425 1.47912e+10 0.00979687
9.05703e+06 1.34642e+09 10.8263 0.176559 1.45767e+10 0.00980437
9.09186e+06 1.33098e+09 10.793 0.176692 1.43654e+10 0.00981189
9.12683e+06 1.31573e+09 10.7599 0.176826 1.41571e+10 0.0098194
9.16194e+06 1.30065e+09 10.7268 0.176959 1.39518e+10 0.00982693
9.19718e+06 1.28574e+09 10.6939 0.177092 1.37495e+10 0.00983445
9.23255e+06 1.271e+09 10.661 0.177226 1.35501e+10 0.00984199
9.26806e+06 1.25643e+09 10.6283 0.177359 1.33537e+10 0.00984953
9.30371e+06 1.24203e+09 10.5956 0.177492 1.31601e+10 0.00985707
9.3395e+06 1.22779e+09 10.563 0.177626 1.29692e+10 0.00986463
9.37542e+06 1.21372e+09 10.5306 0.177759 1.27812e+10 0.00987218
9.41148e+06 1.19981e+09 10.4982 0.177893 1.25959e+10 0.00987975
9.44768e+06 1.18605e+09 10.466 0.178026 1.24132e+10 0.00988731
9.48402e+06 1.17246e+09 10.4338 0.178159 1.22332e+10 0.00989489
9.5205e+06 1.15902e+09 10.4018 0.178293 1.20558e+10 0.00990247
9.55711e+06 1.14573e+09 10.3698 0.178426 1.1881e+10 0.00991005
9.59387e+06 1.1326e+09 10.3379 0.17856 1.17088e+10 0.00991765
9.63077e+06 1.11962e+09 10.3062 0.178693 1.1539e+10 0.00992524
9.66782e+06 1.10678e+09 10.2745 0.178826 1.13717e+10 0.00993285
9.705e+06 1.0941e+09 10.2429 0.17896 1.12068e+10 0.00994045
9.74233e+06 1.08156e+09 10.2115 0.179093 1.10443e+10 0.00994807
9.7798e+06 1.06916e+09 10.1801 0.179226 1.08841e+10 0.00995569
9.81742e+06 1.0569e+09 10.1488 0.17936 1.07263e+10 0.00996332
9.85518e+06 1.04479e+09 10.1176 0.179493 1.05708e+10 0.00997095
9.89309e+06 1.03281e+09 10.0865 0.179627 1.04175e+10 0.00997858
9.93114e+06 1.02097e+09 10.0555 0.17976 1.02664e+10 0.00998623
9.96934e+06 1.00927e+09 10.0247 0.179893 1.01175e+10 0.00999388
1.00077e+07 9.97697e+08 9.99385 0.180027 9.97083e+09 0.0100015
1.00462e+07 9.8626e+08 9.96314 0.18016 9.82624e+09 0.0100092
1.00848e+07 9.74954e+08 9.93252 0.180293 9.68375e+09 0.0100169
1.01236e+07 9.63777e+08 9.902 0.180427 9.54333e+09 0.0100245
1.01625e+07 9.52729e+08 9.87157 0.18056 9.40494e+09 0.0100322
1.02016e+07 9.41807e+08 9.84124 0.180694 9.26855e+09 0.0100399
1.02409e+07 9.31011e+08 9.811 0.180827 9.13415e+09 0.0100476
1.02803e+07 9.20338e+08 9.78085 0.18096 9.00169e+09 0.0100553
1.03198e+07 9.09788e+08 9.75079 0.181094 8.87115e+09 0.010063
1.03595e+07 8.99358e+08 9.72083 0.181227 8.7425e+09 0.0100707
1.03993e+07 8.89048e+08 9.69095 0.18136 8.61572e+09 0.0100784
1.04393e+07 8.78856e+08 9.66117 0.181494 8.49078e+09 0.0100861
1.04795e+07 8.68781e+08 9.63148 0.181627 8.36765e+09 0.0100938
1.05198e+07 8.58821e+08 9.60189 0.181761 8.2463e+09 0.0101016
1.05603e+07 8.48976e+08 9.57238 0.181894 8.12671e+09 0.0101093
1.06009e+07 8.39243e+08 9.54296 0.182027 8.00886e+09 0.010117
1.06417e+07 8.29622e+08 9.51363 0.182161 7.89272e+09 0.0101248
1.06826e+07 8.20111e+08 9.48439 0.182294 7.77825e+09 0.0101326
1.07237e+07 8.10709e+08 9.45525 0.182427 7.66545e+09 0.0101403
1.07649e+07 8.01415e+08 9.42619 0.182561 7.55428e+09 0.0101481
1.08063e+07 7.92227e+08 9.39722 0.182694 7.44473e+09 0.0101558
1.08479e+07 7.83145e+08 9.36834 0.182828 7.33676e+09 0.0101636
1.08896e+07 7.74166e+08 9.33955 0.182961 7.23036e+09 0.0101714
1.09315e+07 7.65291e+08 9.31084 0.183094 7.1255e+09 0.0101792
1.09735e+07 7.56517e+08 9.28223 0.183228 7.02216e+09 0.010187
1.10157e+07 7.47844e+08 9.2537 0.183361 6.92032e+09 0.0101948
1.10581e+07 7.3927e+08 9.22526 0.183494 6.81996e+09 0.0102026
1.11007e+07 7.30795e+08 9.1969 0.183628 6.72105e+09 0.0102104
1.11433e+07 7.22416e+08 9.16864 0.183761 6.62357e+09 0.0102182
1.11862e+07 7.14134e+08 9.14046 0.183895 6.52751e+09 0.0102261
1.12292e+07 7.05946e+08 9.11236 0.184028 6.43284e+09 0.0102339
1.12724e+07 6.97853e+08 9.08435 0.184161 6.33954e+09 0.0102417
1.13158e+07 6.89852e+08 9.05643 0.184295 6.2476e+09 0.0102496
1.13593e+07 6.81943e+08 9.0286 0.184428 6.15698e+09 0.0102574
1.1403e+07 6.74124e+08 9.00084 0.184562 6.06769e+09 0.0102653
1.14469e+07 6.66395e+08 8.97318 0.184695 5.97968e+09 0.0102731
1.14909e+07 6.58755e+08 8.9456 0.184828 5.89296e+09 0.010281
1.15351e+07 6.51202e+08 8.9181 0.184962 5.80749e+09 0.0102889
1.15794e+07 6.43736e+08 8.89069 0.185095 5.72325e+09 0.0102967
1.1624e+07 6.36355e+08 8.86336 0.185228 5.64024e+09 0.0103046
1.16687e+07 6.29059e+08 8.83611 0.185362 5.55844e+09 0.0103125
1.17136e+07 6.21847e+08 8.80895 0.185495 5.47782e+09 0.0103204
1.17586e+07 6.14717e+08 8.78188 0.185629 5.39837e+09 0.0103283
1.18039e+07 6.07669e+08 8.75488 0.185762 5.32007e+09 0.0103362
1.18493e+07 6.00701e+08 8.72797 0.185895 5.2429e+09 0.0103441
1.18948e+07 5.93814e+08 8.70114 0.186029 5.16686e+09 0.010352
1.19406e+07 5.87005e+08 8.67439 0.186162 5.09191e+09 0.01036
1.19865e+07 5.80275e+08 8.64773 0.186295 5.01806e+09 0.0103679
1.20326e+07 5.73621e+08 8.62114 0.186429 4.94527e+09 0.0103758
1.20789e+07 5.67044e+08 8.59464 0.186562 4.87354e+09 0.0103838
1.21254e+07 5.60543e+08 8.56822 0.186696 4.80285e+09 0.0103917
1.2172e+07 5.54115e+08 8.54188 0.186829 4.73319e+09 0.0103997
1.22188e+07 5.47762e+08 8.51562 0.186962 4.66453e+09 0.0104076
1.22658e+07 5.41481e+08 8.48944 0.187096 4.59687e+09 0.0104156
1.2313e+07 5.35272e+08 8.46334 0.187229 4.53019e+09 0.0104236
1.23603e+07 5.29135e+08 8.43732 0.187362 4.46448e+09 0.0104316
1.24079e+07 5.23067e+08 8.41138 0.187496 4.39972e+09 0.0104395
1.24556e+07 5.1707e+08 8.38552 0.187629 4.3359e+09 0.0104475
1.25035e+07 5.11141e+08 8.35974 0.187763 4.27301e+09 0.0104555
1.25516e+07 5.0528e+08 8.33404 0.187896 4.21102e+09 0.0104635
1.25999e+07 4.99486e+08 8.30842 0.188029 4.14994e+09 0.0104715
1.26484e+07 4.93758e+08 8.28287 0.188163 4.08974e+09 0.0104796
1.2697e+07 4.88097e+08 8.25741 0.188296 4.03041e+09 0.0104876
1.27458e+07 4.825e+08 8.23202 0.188429 3.97195e+09 0.0104956
1.27949e+07 4.76967e+08 8.20671 0.188563 3.91433e+09 0.0105036
1.28441e+07 4.71498e+08 8.18148 0.188696 3.85755e+09 0.0105117
1.28935e+07 4.66091e+08 8.15632 0.18883 3.80159e+09 0.0105197
1.29431e+07 4.60746e+08 8.13125 0.188963 3.74644e+09 0.0105278
1.29929e+07 4.55463e+08 8.10624 0.189096 3.69209e+09 0.0105358
1.30428e+07 4.5024e+08 8.08132 0.18923 3.63853e+09 0.0105439
1.3093e+07 4.45077e+08 8.05647 0.189363 3.58575e+09 0.010552
1.31434e+07 4.39973e+08 8.0317 0.189496 3.53373e+09 0.01056
1.31939e+07 4.34928e+08 8.007 0.18963 3.48247e+09 0.0105681
1.32447e+07 4.2994e+08 7.98238 0.189763 3.43195e+09 0.0105762
1.32956e+07 4.2501e+08 7.95784 0.189897 3.38216e+09 0.0105843
1.33467e+07 4.20136e+08 7.93337 0.19003 3.3331e+09 0.0105924
1.33981e+07 4.15318e+08 7.90897 0.190163 3.28474e+09 0.0106005
1.34496e+07 4.10556e+08 7.88465 0.190297 3.23709e+09 0.0106086
1.35013e+07 4.05847e+08 7.86041 0.19043 3.19013e+09 0.0106167
1.35533e+07 4.01193e+08 7.83624 0.190564 3.14385e+09 0.0106249
1.36054e+07 3.96592e+08 7.81214 0.190697 3.09824e+09 0.010633
1.36577e+07 3.92044e+08 7.78812 0.19083 3.05329e+09 0.0106411
