# Collapsar-like analytic profile with exponential cutoff
# rho(r) = rho0*(r/r0)^(-alpha)*exp[-(r-r0)/Rcut]
# columns:
# r_cm dens_gcm3 temp_MeV ye pres_dummy entr_dummy
1.37103e+07 3.87548e+08 7.76417 0.190964 3.00899e+09 0.0106493
1.3763e+07 3.83104e+08 7.74029 0.191097 2.96534e+09 0.0106574
1.38159e+07 3.7871e+08 7.71649 0.19123 2.92231e+09 0.0106656
1.38691e+07 3.74367e+08 7.69276 0.191364 2.87992e+09 0.0106737
1.39224e+07 3.70074e+08 7.6691 0.191497 2.83813e+09 0.0106819
1.3976e+07 3.6583e+08 7.64552 0.191631 2.79696e+09 0.0106901
1.40297e+07 3.61634e+08 7.622 0.191764 2.75638e+09 0.0106982
1.40837e+07 3.57487e+08 7.59856 0.191897 2.71639e+09 0.0107064
1.41379e+07 3.53387e+08 7.57519 0.192031 2.67698e+09 0.0107146
1.41922e+07 3.49334e+08 7.5519 0.192164 2.63814e+09 0.0107228
1.42468e+07 3.45328e+08 7.52867 0.192297 2.59986e+09 0.010731
1.43016e+07 3.41367e+08 7.50552 0.192431 2.56214e+09 0.0107392
1.43566e+07 3.37452e+08 7.48243 0.192564 2.52496e+09 0.0107474
1.44118e+07 3.33582e+08 7.45942 0.192698 2.48833e+09 0.0107557
1.44673e+07 3.29756e+08 7.43648 0.192831 2.45222e+09 0.0107639
1.45229e+07 3.25974e+08 7.4136 0.192964 2.41664e+09 0.0107721
1.45788e+07 3.22236e+08 7.3908 0.193098 2.38158e+09 0.0107804
1.46349e+07 3.1854e+08 7.36807 0.193231 2.34702e+09 0.0107886
1.46911e+07 3.14886e+08 7.34541 0.193364 2.31297e+09 0.0107969
1.47477e+07 3.11275e+08 7.32281 0.193498 2.27941e+09 0.0108051
1.48044e+07 3.07705e+08 7.30029 0.193631 2.24633e+09 0.0108134
1.48613e+07 3.04175e+08 7.27784 0.193765 2.21374e+09 0.0108217
1.49185e+07 3.00687e+08 7.25545 0.193898 2.18162e+09 0.0108299
1.49759e+07 2.97238e+08 7.23313 0.194031 2.14996e+09 0.0108382
1.50335e+07 2.93829e+08 7.21088 0.194165 2.11876e+09 0.0108465
1.50913e+07 2.90459e+08 7.1887 0.194298 2.08802e+09 0.0108548
1.51493e+07 2.87127e+08 7.16659 0.194431 2.05772e+09 0.0108631
1.52076e+07 2.83834e+08 7.14454 0.194565 2.02786e+09 0.0108714
1.52661e+07 2.80578e+08 7.12257 0.194698 1.99844e+09 0.0108797
1.53248e+07 2.7736e+08 7.10066 0.194832 1.96944e+09 0.0108881
1.53838e+07 2.74179e+08 7.07881 0.194965 1.94086e+09 0.0108964
1.54429e+07 2.71034e+08 7.05704 0.195098 1.91269e+09 0.0109047
1.55023e+07 2.67925e+08 7.03533 0.195232 1.88494e+09 0.0109131
1.5562e+07 2.64852e+08 7.01368 0.195365 1.85759e+09 0.0109214
1.56218e+07 2.61814e+08 6.99211 0.195498 1.83063e+09 0.0109298
1.56819e+07 2.58811e+08 6.9706 0.195632 1.80406e+09 0.0109381
1.57422e+07 2.55842e+08 6.94915 0.195765 1.77788e+09 0.0109465
1.58028e+07 2.52907e+08 6.92777 0.195899 1.75208e+09 0.0109549
1.58635e+07 2.50006e+08 6.90646 0.196032 1.72666e+09 0.0109632
1.59246e+07 2.47138e+08 6.88521 0.196165 1.7016e+09 0.0109716
1.59858e+07 2.44304e+08 6.86403 0.196299 1.67691e+09 0.01098
1.60473e+07 2.41501e+08 6.84291 0.196432 1.65257e+09 0.0109884
1.6109e+07 2.38731e+08 6.82186 0.196566 1.62859e+09 0.0109968
1.6171e+07 2.35992e+08 6.80087 0.196699 1.60495e+09 0.0110052
1.62332e+07 2.33285e+08 6.77994 0.196832 1.58166e+09 0.0110136
1.62956e+07 2.30609e+08 6.75908 0.196966 1.55871e+09 0.011022
1.63583e+07 2.27964e+08 6.73829 0.197099 1.53608e+09 0.0110305
1.64212e+07 2.25349e+08 6.71755 0.197232 1.51379e+09 0.0110389
1.64844e+07 2.22764e+08 6.69688 0.197366 1.49182e+09 0.0110473
1.65478e+07 2.20208e+08 6.67628 0.197499 1.47017e+09 0.0110558
1.66114e+07 2.17682e+08 6.65573 0.197633 1.44883e+09 0.0110642
1.66753e+07 2.15185e+08 6.63525 0.197766 1.42781e+09 0.0110727
1.67395e+07 2.12716e+08 6.61484 0.197899 1.40708e+09 0.0110812
1.68038e+07 2.10276e+08 6.59448 0.198033 1.38666e+09 0.0110896
1.68685e+07 2.07864e+08 6.57419 0.198166 1.36654e+09 0.0110981
1.69334e+07 2.05479e+08 6.55396 0.198299 1.3467e+09 0.0111066
1.69985e+07 2.03122e+08 6.53379 0.198433 1.32716e+09 0.0111151
1.70639e+07 2.00791e+08 6.51369 0.198566 1.30789e+09 0.0111236
1.71295e+07 1.98488e+08 6.49364 0.1987 1.28891e+09 0.0111321
1.71954e+07 1.96211e+08 6.47366 0.198833 1.2702e+09 0.0111406
1.72615e+07 1.9396e+08 6.45374 0.198966 1.25177e+09 0.0111491
1.73279e+07 1.91735e+08 6.43387 0.1991 1.2336e+09 0.0111576
1.73946e+07 1.89535e+08 6.41407 0.199233 1.21569e+09 0.0111662
1.74615e+07 1.8736e+08 6.39433 0.199366 1.19804e+09 0.0111747
1.75286e+07 1.85211e+08 6.37466 0.1995 1.18066e+09 0.0111832
1.7596e+07 1.83086e+08 6.35504 0.199633 1.16352e+09 0.0111918
1.76637e+07 1.80985e+08 6.33548 0.199767 1.14663e+09 0.0112003
1.77317e+07 1.78909e+08 6.31598 0.1999 1.12998e+09 0.0112089
1.77999e+07 1.76856e+08 6.29654 0.200033 1.11358e+09 0.0112175
1.78683e+07 1.74827e+08 6.27716 0.200167 1.09742e+09 0.011226
1.79371e+07 1.72821e+08 6.25784 0.2003 1.08149e+09 0.0112346
1.80061e+07 1.70838e+08 6.23858 0.200433 1.06579e+09 0.0112432
1.80753e+07 1.68878e+08 6.21938 0.200567 1.05032e+09 0.0112518
1.81448e+07 1.66941e+08 6.20023 0.2007 1.03507e+09 0.0112604
1.82146e+07 1.65025e+08 6.18115 0.200834 1.02005e+09 0.011269
1.82847e+07 1.63132e+08 6.16212 0.200967 1.00524e+09 0.0112776
1.8355e+07 1.6126e+08 6.14316 0.2011 9.90646e+08 0.0112862
1.84256e+07 1.5941e+08 6.12425 0.201234 9.76265e+08 0.0112949
1.84965e+07 1.57581e+08 6.1054 0.201367 9.62092e+08 0.0113035
1.85676e+07 1.55773e+08 6.0866 0.201501 9.48125e+08 0.0113121
1.8639e+07 1.53985e+08 6.06786 0.201634 9.34361e+08 0.0113208
1.87107e+07 1.52218e+08 6.04919 0.201767 9.20797e+08 0.0113294
1.87827e+07 1.50472e+08 6.03056 0.201901 9.07429e+08 0.0113381
1.88549e+07 1.48745e+08 6.012 0.202034 8.94256e+08 0.0113467
1.89275e+07 1.47038e+08 5.99349 0.202167 8.81273e+08 0.0113554
1.90003e+07 1.45351e+08 5.97504 0.202301 8.68479e+08 0.0113641
1.90733e+07 1.43683e+08 5.95665 0.202434 8.5587e+08 0.0113728
1.91467e+07 1.42034e+08 5.93831 0.202568 8.43444e+08 0.0113815
1.92203e+07 1.40405e+08 5.92003 0.202701 8.31199e+08 0.0113902
1.92943e+07 1.38793e+08 5.9018 0.202834 8.19131e+08 0.0113989
1.93685e+07 1.37201e+08 5.88363 0.202968 8.07239e+08 0.0114076
1.9443e+07 1.35626e+08 5.86552 0.203101 7.95519e+08 0.0114163
1.95178e+07 1.3407e+08 5.84746 0.203234 7.83969e+08 0.011425
1.95928e+07 1.32532e+08 5.82945 0.203368 7.72586e+08 0.0114337
1.96682e+07 1.31011e+08 5.8115 0.203501 7.61369e+08 0.0114425
1.97438e+07 1.29507e+08 5.79361 0.203635 7.50314e+08 0.0114512
1.98198e+07 1.28021e+08 5.77577 0.203768 7.3942e+08 0.01146
1.9896e+07 1.26552e+08 5.75799 0.203901 7.28684e+08 0.0114687
1.99725e+07 1.251e+08 5.74026 0.204035 7.18104e+08 0.0114775
2.00494e+07 1.23664e+08 5.72258 0.204168 7.07677e+08 0.0114862
2.01265e+07 1.22245e+08 5.70496 0.204301 6.97402e+08 0.011495
2.02039e+07 1.20842e+08 5.68739 0.204435 6.87275e+08 0.0115038
2.02816e+07 1.19455e+08 5.66988 0.204568 6.77296e+08 0.0115126
2.03596e+07 1.18084e+08 5.65242 0.204702 6.67461e+08 0.0115214
2.04379e+07 1.16729e+08 5.63501 0.204835 6.57769e+08 0.0115302
2.05165e+07 1.15389e+08 5.61766 0.204968 6.48218e+08 0.011539
2.05954e+07 1.14065e+08 5.60036 0.205102 6.38805e+08 0.0115478
2.06747e+07 1.12756e+08 5.58311 0.205235 6.29529e+08 0.0115566
2.07542e+07 1.11462e+08 5.56592 0.205368 6.20388e+08 0.0115654
2.0834e+07 1.10183e+08 5.54878 0.205502 6.11379e+08 0.0115743
2.09141e+07 1.08918e+08 5.53169 0.205635 6.02501e+08 0.0115831
2.09946e+07 1.07668e+08 5.51465 0.205769 5.93751e+08 0.0115919
2.10753e+07 1.06432e+08 5.49767 0.205902 5.85129e+08 0.0116008
2.11564e+07 1.05211e+08 5.48074 0.206035 5.76632e+08 0.0116097
2.12378e+07 1.04003e+08 5.46386 0.206169 5.68258e+08 0.0116185
2.13195e+07 1.02809e+08 5.44703 0.206302 5.60005e+08 0.0116274
2.14015e+07 1.01629e+08 5.43025 0.206435 5.51873e+08 0.0116363
2.14838e+07 1.00463e+08 5.41353 0.206569 5.43858e+08 0.0116451
2.15664e+07 9.93097e+07 5.39685 0.206702 5.3596e+08 0.011654
2.16494e+07 9.81699e+07 5.38023 0.206836 5.28176e+08 0.0116629
2.17326e+07 9.7043e+07 5.36366 0.206969 5.20505e+08 0.0116718
2.18162e+07 9.59292e+07 5.34713 0.207102 5.12946e+08 0.0116808
2.19001e+07 9.48281e+07 5.33066 0.207236 5.05496e+08 0.0116897
2.19844e+07 9.37396e+07 5.31424 0.207369 4.98155e+08 0.0116986
2.20689e+07 9.26636e+07 5.29787 0.207503 4.9092e+08 0.0117075
2.21538e+07 9.15999e+07 5.28155 0.207636 4.8379e+08 0.0117165
2.2239e+07 9.05485e+07 5.26528 0.207769 4.76763e+08 0.0117254
2.23246e+07 8.95091e+07 5.24906 0.207903 4.69839e+08 0.0117344
2.24104e+07 8.84816e+07 5.23289 0.208036 4.63014e+08 0.0117433
2.24966e+07 8.74659e+07 5.21677 0.208169 4.56289e+08 0.0117523
2.25832e+07 8.64619e+07 5.2007 0.208303 4.49662e+08 0.0117612
2.267e+07 8.54693e+07 5.18467 0.208436 4.43131e+08 0.0117702
2.27572e+07 8.44882e+07 5.1687 0.20857 4.36694e+08 0.0117792
2.28447e+07 8.35183e+07 5.15278 0.208703 4.30351e+08 0.0117882
2.29326e+07 8.25596e+07 5.1369 0.208836 4.241e+08 0.0117972
2.30208e+07 8.16118e+07 5.12107 0.20897 4.1794e+08 0.0118062
2.31094e+07 8.06749e+07 5.10529 0.209103 4.11869e+08 0.0118152
2.31982e+07 7.97488e+07 5.08956 0.209236 4.05886e+08 0.0118242
2.32875e+07 7.88332e+07 5.07388 0.20937 3.9999e+08 0.0118332
2.3377e+07 7.79282e+07 5.05825 0.209503 3.9418e+08 0.0118423
2.3467e+07 7.70336e+07 5.04266 0.209637 3.88454e+08 0.0118513
2.35572e+07 7.61492e+07 5.02712 0.20977 3.82811e+08 0.0118604
2.36478e+07 7.5275e+07 5.01163 0.209903 3.7725e+08 0.0118694
2.37388e+07 7.44107e+07 4.99619 0.210037 3.7177e+08 0.0118785
2.38301e+07 7.35565e+07 4.98079 0.21017 3.66369e+08 0.0118875
2.39217e+07 7.2712e+07 4.96544 0.210303 3.61047e+08 0.0118966
2.40138e+07 7.18771e+07 4.95014 0.210437 3.55802e+08 0.0119057
2.41061e+07 7.10519e+07 4.93489 0.21057 3.50633e+08 0.0119148
2.41988e+07 7.02362e+07 4.91968 0.210704 3.45539e+08 0.0119238
2.42919e+07 6.94297e+07 4.90451 0.210837 3.40519e+08 0.0119329
2.43854e+07 6.86326e+07 4.8894 0.21097 3.35572e+08 0.011942
2.44791e+07 6.78446e+07 4.87433 0.211104 3.30697e+08 0.0119512
2.45733e+07 6.70656e+07 4.85931 0.211237 3.25892e+08 0.0119603
2.46678e+07 6.62956e+07 4.84433 0.21137 3.21158e+08 0.0119694
2.47627e+07 6.55344e+07 4.8294 0.211504 3.16492e+08 0.0119785
2.48579e+07 6.47819e+07 4.81451 0.211637 3.11893e+08 0.0119877
2.49536e+07 6.40381e+07 4.79967 0.211771 3.07362e+08 0.0119968
2.50495e+07 6.33027e+07 4.78488 0.211904 3.02896e+08 0.012006
2.51459e+07 6.25759e+07 4.77013 0.212037 2.98495e+08 0.0120151
2.52426e+07 6.18573e+07 4.75543 0.212171 2.94158e+08 0.0120243
2.53397e+07 6.11471e+07 4.74077 0.212304 2.89884e+08 0.0120334
2.54372e+07 6.04449e+07 4.72615 0.212437 2.85672e+08 0.0120426
2.5535e+07 5.97508e+07 4.71158 0.212571 2.81521e+08 0.0120518
2.56332e+07 5.90647e+07 4.69706 0.212704 2.7743e+08 0.012061
2.57318e+07 5.83865e+07 4.68258 0.212838 2.73399e+08 0.0120702
2.58308e+07 5.7716e+07 4.66814 0.212971 2.69427e+08 0.0120794
2.59301e+07 5.70532e+07 4.65375 0.213104 2.65511e+08 0.0120886
2.60299e+07 5.6398e+07 4.6394 0.213238 2.61653e+08 0.0120978
2.613e+07 5.57504e+07 4.6251 0.213371 2.57851e+08 0.0121071
2.62305e+07 5.51101e+07 4.61084 0.213505 2.54104e+08 0.0121163
2.63314e+07 5.44773e+07 4.59663 0.213638 2.50412e+08 0.0121255
2.64327e+07 5.38516e+07 4.58245 0.213771 2.46773e+08 0.0121348
2.65343e+07 5.32332e+07 4.56832 0.213905 2.43186e+08 0.012144
2.66364e+07 5.26219e+07 4.55424 0.214038 2.39652e+08 0.0121533
2.67388e+07 5.20175e+07 4.54019 0.214171 2.3617e+08 0.0121625
2.68417e+07 5.14201e+07 4.5262 0.214305 2.32738e+08 0.0121718
2.69449e+07 5.08296e+07 4.51224 0.214438 2.29355e+08 0.0121811
2.70486e+07 5.02458e+07 4.49832 0.214572 2.26022e+08 0.0121904
2.71526e+07 4.96687e+07 4.48445 0.214705 2.22737e+08 0.0121997
2.7257e+07 4.90983e+07 4.47062 0.214838 2.195e+08 0.012209
2.73619e+07 4.85344e+07 4.45684 0.214972 2.1631e+08 0.0122183
2.74671e+07 4.79769e+07 4.44309 0.215105 2.13166e+08 0.0122276
2.75728e+07 4.74259e+07 4.42939 0.215238 2.10068e+08 0.0122369
2.76788e+07 4.68812e+07 4.41573 0.215372 2.07015e+08 0.0122462
2.77853e+07 4.63427e+07 4.40211 0.215505 2.04006e+08 0.0122556
2.78921e+07 4.58104e+07 4.38853 0.215639 2.01041e+08 0.0122649
2.79994e+07 4.52842e+07 4.375 0.215772 1.98119e+08 0.0122743
2.81071e+07 4.47641e+07 4.3615 0.215905 1.95239e+08 0.0122836
2.82152e+07 4.42499e+07 4.34805 0.216039 1.92401e+08 0.012293
2.83237e+07 4.37417e+07 4.33464 0.216172 1.89604e+08 0.0123023
2.84327e+07 4.32392e+07 4.32127 0.216305 1.86848e+08 0.0123117
2.8542e+07 4.27425e+07 4.30794 0.216439 1.84132e+08 0.0123211
2.86518e+07 4.22516e+07 4.29465 0.216572 1.81456e+08 0.0123305
2.8762e+07 4.17662e+07 4.2814 0.216706 1.78818e+08 0.0123399
2.88727e+07 4.12864e+07 4.2682 0.216839 1.76219e+08 0.0123493
2.89837e+07 4.08122e+07 4.25503 0.216972 1.73657e+08 0.0123587
2.90952e+07 4.03433e+07 4.2419 0.217106 1.71133e+08 0.0123681
2.92071e+07 3.98799e+07 4.22882 0.217239 1.68645e+08 0.0123775
2.93194e+07 3.94218e+07 4.21577 0.217372 1.66193e+08 0.012387
2.94322e+07 3.89689e+07 4.20276 0.217506 1.63777e+08 0.0123964
2.95454e+07 3.85212e+07 4.1898 0.217639 1.61396e+08 0.0124058
2.96591e+07 3.80787e+07 4.17687 0.217773 1.5905e+08 0.0124153
2.97731e+07 3.76412e+07 4.16398 0.217906 1.56737e+08 0.0124248
2.98877e+07 3.72088e+07 4.15114 0.218039 1.54459e+08 0.0124342
3.00026e+07 3.67813e+07 4.13833 0.218173 1.52213e+08 0.0124437
3.0118e+07 3.63587e+07 4.12556 0.218306 1.5e+08 0.0124532
3.02339e+07 3.5941e+07 4.11283 0.218439 1.47819e+08 0.0124627
3.03501e+07 3.55281e+07 4.10014 0.218573 1.4567e+08 0.0124721
3.04669e+07 3.51199e+07 4.08749 0.218706 1.43552e+08 0.0124816
3.05841e+07 3.47164e+07 4.07487 0.21884 1.41465e+08 0.0124911
3.07017e+07 3.43175e+07 4.0623 0.218973 1.39408e+08 0.0125007
3.08198e+07 3.39232e+07 4.04976 0.219106 1.37381e+08 0.0125102
3.09383e+07 3.35335e+07 4.03726 0.21924 1.35383e+08 0.0125197
3.10573e+07 3.31482e+07 4.0248 0.219373 1.33415e+08 0.0125292
3.11768e+07 3.27673e+07 4.01238 0.219507 1.31475e+08 0.0125388
3.12967e+07 3.23908e+07 4 0.21964 1.29563e+08 0.0125483
3.14171e+07 3.20186e+07 3.98765 0.219773 1.27679e+08 0.0125579
3.15379e+07 3.16507e+07 3.97534 0.219907 1.25822e+08 0.0125674
3.16592e+07 3.1287e+07 3.96307 0.22004 1.23993e+08 0.012577
3.1781e+07 3.09275e+07 3.95084 0.220173 1.2219e+08 0.0125866
3.19032e+07 3.05721e+07 3.93865 0.220307 1.20413e+08 0.0125962
3.20259e+07 3.02208e+07 3.92649 0.22044 1.18662e+08 0.0126058
3.21491e+07 2.98735e+07 3.91437 0.220574 1.16936e+08 0.0126154
3.22728e+07 2.95302e+07 3.90228 0.220707 1.15235e+08 0.012625
3.23969e+07 2.91909e+07 3.89024 0.22084 1.13559e+08 0.0126346
3.25215e+07 2.88554e+07 3.87823 0.220974 1.11908e+08 0.0126442
3.26466e+07 2.85238e+07 3.86625 0.221107 1.1028e+08 0.0126538
3.27722e+07 2.8196e+07 3.85432 0.22124 1.08676e+08 0.0126634
3.28982e+07 2.7872e+07 3.84242 0.221374 1.07096e+08 0.0126731
3.30248e+07 2.75517e+07 3.83056 0.221507 1.05538e+08 0.0126827
3.31518e+07 2.7235e+07 3.81873 0.221641 1.04003e+08 0.0126924
3.32793e+07 2.6922e+07 3.80694 0.221774 1.0249e+08 0.012702
3.34073e+07 2.66126e+07 3.79518 0.221907 1.01e+08 0.0127117
3.35358e+07 2.63068e+07 3.78346 0.222041 9.95307e+07 0.0127214
3.36648e+07 2.60044e+07 3.77178 0.222174 9.80829e+07 0.012731
3.37943e+07 2.57055e+07 3.76013 0.222307 9.66562e+07 0.0127407
3.39242e+07 2.54101e+07 3.74852 0.222441 9.52503e+07 0.0127504
3.40547e+07 2.5118e+07 3.73695 0.222574 9.38647e+07 0.0127601
3.41857e+07 2.48293e+07 3.72541 0.222708 9.24993e+07 0.0127698
3.43172e+07 2.45439e+07 3.7139 0.222841 9.11538e+07 0.0127796
3.44492e+07 2.42618e+07 3.70243 0.222974 8.98277e+07 0.0127893
3.45817e+07 2.39829e+07 3.691 0.223108 8.8521e+07 0.012799
3.47147e+07 2.37073e+07 3.6796 0.223241 8.72332e+07 0.0128087
3.48482e+07 2.34348e+07 3.66823 0.223374 8.59642e+07 0.0128185
3.49823e+07 2.31654e+07 3.6569 0.223508 8.47136e+07 0.0128282
3.51168e+07 2.28991e+07 3.64561 0.223641 8.34811e+07 0.012838
3.52519e+07 2.26359e+07 3.63435 0.223775 8.22666e+07 0.0128478
3.53875e+07 2.23757e+07 3.62312 0.223908 8.10697e+07 0.0128575
3.55236e+07 2.21184e+07 3.61193 0.224041 7.98902e+07 0.0128673
3.56602e+07 2.18642e+07 3.60077 0.224175 7.87279e+07 0.0128771
3.57974e+07 2.16128e+07 3.58965 0.224308 7.75824e+07 0.0128869
3.59351e+07 2.13644e+07 3.57856 0.224441 7.64536e+07 0.0128967
3.60733e+07 2.11188e+07 3.5675 0.224575 7.53412e+07 0.0129065
3.6212e+07 2.0876e+07 3.55648 0.224708 7.42449e+07 0.0129163
3.63513e+07 2.0636e+07 3.54549 0.224842 7.31646e+07 0.0129261
3.64911e+07 2.03987e+07 3.53454 0.224975 7.21e+07 0.0129359
3.66315e+07 2.01642e+07 3.52362 0.225108 7.10509e+07 0.0129458
3.67724e+07 1.99324e+07 3.51273 0.225242 7.0017e+07 0.0129556
3.69138e+07 1.97032e+07 3.50188 0.225375 6.89981e+07 0.0129655
3.70558e+07 1.94767e+07 3.49105 0.225509 6.79941e+07 0.0129753
3.71983e+07 1.92527e+07 3.48027 0.225642 6.70046e+07 0.0129852
3.73414e+07 1.90314e+07 3.46951 0.225775 6.60295e+07 0.0129951
3.7485e+07 1.88125e+07 3.45879 0.225909 6.50686e+07 0.0130049
3.76292e+07 1.85962e+07 3.4481 0.226042 6.41217e+07 0.0130148
3.77739e+07 1.83824e+07 3.43744 0.226175 6.31885e+07 0.0130247
3.79192e+07 1.8171e+07 3.42682 0.226309 6.22689e+07 0.0130346
3.80651e+07 1.79621e+07 3.41623 0.226442 6.13626e+07 0.0130445
3.82115e+07 1.77555e+07 3.40567 0.226576 6.04695e+07 0.0130544
3.83585e+07 1.75514e+07 3.39514 0.226709 5.95894e+07 0.0130644
3.8506e+07 1.73495e+07 3.38465 0.226842 5.87221e+07 0.0130743
3.86541e+07 1.715e+07 3.37419 0.226976 5.78674e+07 0.0130842
3.88028e+07 1.69528e+07 3.36376 0.227109 5.70251e+07 0.0130942
3.8952e+07 1.67578e+07 3.35336 0.227242 5.61951e+07 0.0131041
3.91019e+07 1.65651e+07 3.34299 0.227376 5.53771e+07 0.0131141
3.92523e+07 1.63746e+07 3.33266 0.227509 5.45711e+07 0.013124
3.94032e+07 1.61863e+07 3.32236 0.227643 5.37767e+07 0.013134
3.95548e+07 1.60002e+07 3.31209 0.227776 5.29939e+07 0.013144
3.97069e+07 1.58161e+07 3.30185 0.227909 5.22225e+07 0.013154
3.98597e+07 1.56342e+07 3.29164 0.228043 5.14622e+07 0.013164
4.0013e+07 1.54544e+07 3.28146 0.228176 5.07131e+07 0.0131739
4.01669e+07 1.52767e+07 3.27131 0.228309 4.99748e+07 0.013184
4.03214e+07 1.5101e+07 3.2612 0.228443 4.92473e+07 0.013194
4.04764e+07 1.49273e+07 3.25111 0.228576 4.85303e+07 0.013204
4.06321e+07 1.47556e+07 3.24106 0.22871 4.78238e+07 0.013214
4.07884e+07 1.45859e+07 3.23104 0.228843 4.71275e+07 0.0132241
4.09453e+07 1.44181e+07 3.22105 0.228976 4.64414e+07 0.0132341
4.11028e+07 1.42523e+07 3.21108 0.22911 4.57652e+07 0.0132441
4.12609e+07 1.40883e+07 3.20115 0.229243 4.50988e+07 0.0132542
4.14196e+07 1.39263e+07 3.19125 0.229376 4.44422e+07 0.0132643
4.15789e+07 1.37661e+07 3.18138 0.22951 4.37951e+07 0.0132743
4.17388e+07 1.36077e+07 3.17154 0.229643 4.31574e+07 0.0132844
4.18994e+07 1.34512e+07 3.16173 0.229777 4.2529e+07 0.0132945
4.20605e+07 1.32964e+07 3.15195 0.22991 4.19097e+07 0.0133046
4.22223e+07 1.31435e+07 3.1422 0.230043 4.12994e+07 0.0133147
4.23847e+07 1.29923e+07 3.13248 0.230177 4.0698e+07 0.0133248
4.25477e+07 1.28428e+07 3.12279 0.23031 4.01054e+07 0.0133349
4.27114e+07 1.2695e+07 3.11313 0.230443 3.95213e+07 0.013345
4.28757e+07 1.2549e+07 3.1035 0.230577 3.89458e+07 0.0133552
4.30406e+07 1.24046e+07 3.0939 0.23071 3.83786e+07 0.0133653
4.32061e+07 1.22619e+07 3.08433 0.230844 3.78197e+07 0.0133754
4.33723e+07 1.21208e+07 3.07478 0.230977 3.72689e+07 0.0133856
4.35391e+07 1.19814e+07 3.06527 0.23111 3.67261e+07 0.0133957
4.37066e+07 1.18435e+07 3.05578 0.231244 3.61912e+07 0.0134059
4.38747e+07 1.17072e+07 3.04633 0.231377 3.56641e+07 0.0134161
4.40434e+07 1.15725e+07 3.0369 0.231511 3.51446e+07 0.0134263
4.42129e+07 1.14394e+07 3.0275 0.231644 3.46327e+07 0.0134364
4.43829e+07 1.13077e+07 3.01814 0.231777 3.41283e+07 0.0134466
4.45536e+07 1.11776e+07 3.00879 0.231911 3.36311e+07 0.0134568
4.4725e+07 1.1049e+07 2.99948 0.232044 3.31412e+07 0.013467
4.4897e+07 1.09218e+07 2.9902 0.232177 3.26585e+07 0.0134773
4.50697e+07 1.07962e+07 2.98094 0.232311 3.21827e+07 0.0134875
4.5243e+07 1.06719e+07 2.97172 0.232444 3.17139e+07 0.0134977
4.54171e+07 1.05491e+07 2.96252 0.232578 3.12519e+07 0.0135079
4.55918e+07 1.04277e+07 2.95335 0.232711 3.07966e+07 0.0135182
4.57671e+07 1.03077e+07 2.94421 0.232844 3.0348e+07 0.0135284
4.59431e+07 1.01891e+07 2.93509 0.232978 2.99059e+07 0.0135387
4.61199e+07 1.00718e+07 2.92601 0.233111 2.94702e+07 0.013549
4.62972e+07 9.95589e+06 2.91695 0.233244 2.90408e+07 0.0135592
4.64753e+07 9.8413e+06 2.90792 0.233378 2.86177e+07 0.0135695
4.66541e+07 9.72803e+06 2.89891 0.233511 2.82007e+07 0.0135798
4.68335e+07 9.61606e+06 2.88994 0.233645 2.77898e+07 0.0135901
4.70137e+07 9.50538e+06 2.88099 0.233778 2.73849e+07 0.0136004
4.71945e+07 9.39597e+06 2.87207 0.233911 2.69859e+07 0.0136107
4.7376e+07 9.28782e+06 2.86317 0.234045 2.65926e+07 0.013621
4.75582e+07 9.18091e+06 2.85431 0.234178 2.62051e+07 0.0136314
4.77412e+07 9.07523e+06 2.84547 0.234311 2.58233e+07 0.0136417
4.79248e+07 8.97076e+06 2.83666 0.234445 2.5447e+07 0.013652
4.81091e+07 8.86749e+06 2.82787 0.234578 2.50761e+07 0.0136624
4.82942e+07 8.76541e+06 2.81911 0.234712 2.47107e+07 0.0136727
4.84799e+07 8.66451e+06 2.81038 0.234845 2.43506e+07 0.0136831
4.86664e+07 8.56476e+06 2.80168 0.234978 2.39957e+07 0.0136935
4.88536e+07 8.46616e+06 2.793 0.235112 2.3646e+07 0.0137038
4.90415e+07 8.36869e+06 2.78435 0.235245 2.33013e+07 0.0137142
4.92301e+07 8.27234e+06 2.77572 0.235378 2.29617e+07 0.0137246
4.94195e+07 8.1771e+06 2.76712 0.235512 2.2627e+07 0.013735
4.96095e+07 8.08296e+06 2.75855 0.235645 2.22972e+07 0.0137454
4.98004e+07 7.9899e+06 2.75 0.235779 2.19722e+07 0.0137558
4.99919e+07 7.8979e+06 2.74148 0.235912 2.1652e+07 0.0137662
5.01842e+07 7.80696e+06 2.73299 0.236045 2.13363e+07 0.0137767
5.03772e+07 7.71707e+06 2.72452 0.236179 2.10253e+07 0.0137871
5.0571e+07 7.62821e+06 2.71608 0.236312 2.07188e+07 0.0137975
5.07655e+07 7.54038e+06 2.70766 0.236445 2.04168e+07 0.013808
5.09607e+07 7.45355e+06 2.69927 0.236579 2.01192e+07 0.0138184
5.11568e+07 7.36772e+06 2.69091 0.236712 1.98258e+07 0.0138289
5.13535e+07 7.28288e+06 2.68257 0.236846 1.95368e+07 0.0138394
5.1551e+07 7.19901e+06 2.67425 0.236979 1.9252e+07 0.0138498
5.17493e+07 7.1161e+06 2.66596 0.237112 1.89713e+07 0.0138603
5.19484e+07 7.03415e+06 2.6577 0.237246 1.86947e+07 0.0138708
