# r z psiT2 psiL2
61.1881 0.010001 9.914e-23 3.81813e-24
65.0629 0.010001 8.03177e-24 3.10219e-25
69.1831 0.010001 5.57262e-25 2.15824e-26
73.5642 0.010001 3.27886e-26 1.27315e-27
78.2228 0.010001 1.61907e-27 6.30192e-29
83.1764 0.010001 6.63523e-29 2.58855e-30
88.4437 0.010001 2.23032e-30 8.71971e-32
94.0445 0.010001 6.07213e-32 2.37879e-33
100 0.010001 1.32122e-33 5.18587e-35

1e-06 0.020001 7.1988e+08 195082
1.06333e-06 0.020001 6.36688e+08 172538
1.13066e-06 0.020001 5.63111e+08 152599
1.20226e-06 0.020001 4.98035e+08 134964
1.2784e-06 0.020001 4.40481e+08 119367
1.35936e-06 0.020001 3.89577e+08 105573
1.44544e-06 0.020001 3.44556e+08 93372.4
1.53697e-06 0.020001 3.04738e+08 82581.9
1.63431e-06 0.020001 2.69522e+08 73038.5
1.7378e-06 0.020001 2.38375e+08 64597.9
1.84785e-06 0.020001 2.10827e+08 57132.7
1.96487e-06 0.020001 1.86463e+08 50530.3
2.0893e-06 0.020001 1.64915e+08 44690.8
2.2216e-06 0.020001 1.45857e+08 39526.2
2.36229e-06 0.020001 1.29001e+08 34958.4
2.51189e-06 0.020001 1.14093e+08 30918.5
2.67096e-06 0.020001 1.00908e+08 27345.4
2.8401e-06 0.020001 8.9247e+07 24185.3
3.01995e-06 0.020001 7.89333e+07 21390.4
3.21119e-06 0.020001 6.98115e+07 18918.4
3.41455e-06 0.020001 6.17438e+07 16732.1
3.63078e-06 0.020001 5.46085e+07 14798.5
3.86071e-06 0.020001 4.82978e+07 13088.4
4.10519e-06 0.020001 4.27163e+07 11575.8
4.36516e-06 0.020001 3.77799e+07 10238.1
4.64159e-06 0.020001 3.34139e+07 9054.93
4.93552e-06 0.020001 2.95525e+07 8008.51
5.24807e-06 0.020001 2.61373e+07 7083.02
5.58042e-06 0.020001 2.31168e+07 6264.48
5.93381e-06 0.020001 2.04453e+07 5540.54
6.30957e-06 0.020001 1.80826e+07 4900.25
6.70914e-06 0.020001 1.59929e+07 4333.96
7.134e-06 0.020001 1.41447e+07 3833.11
7.58578e-06 0.020001 1.25101e+07 3390.15
8.06616e-06 0.020001 1.10644e+07 2998.37
8.57696e-06 0.020001 9.78574e+06 2651.87
9.12011e-06 0.020001 8.65486e+06 2345.41
9.69765e-06 0.020001 7.65468e+06 2074.37
1.03118e-05 0.020001 6.77008e+06 1834.65
1.09648e-05 0.020001 5.9877e+06 1622.63
1.16591e-05 0.020001 5.29574e+06 1435.11
1.23975e-05 0.020001 4.68375e+06 1269.26
1.31826e-05 0.020001 4.14248e+06 1122.58
1.40174e-05 0.020001 3.66376e+06 992.855
1.4905e-05 0.020001 3.24036e+06 878.117
1.58489e-05 0.020001 2.8659e+06 776.639
1.68526e-05 0.020001 2.5347e+06 686.888
1.79198e-05 0.020001 2.24178e+06 607.509
1.90546e-05 0.020001 1.98272e+06 537.303
2.02613e-05 0.020001 1.75359e+06 475.211
2.15443e-05 0.020001 1.55094e+06 420.294
2.29087e-05 0.020001 1.3717e+06 371.724
2.43594e-05 0.020001 1.21318e+06 328.766
2.5902e-05 0.020001 1.07298e+06 290.773
2.75423e-05 0.020001 948987 257.17
2.92864e-05 0.020001 839319 227.451
3.11411e-05 0.020001 742324 201.166
3.31131e-05 0.020001 656539 177.919
3.52101e-05 0.020001 580667 157.358
3.74398e-05 0.020001 513563 139.173
3.98107e-05 0.020001 454214 123.09
4.23318e-05 0.020001 401723 108.866
4.50125e-05 0.020001 355299 96.2848
4.7863e-05 0.020001 314239 85.158
5.0894e-05 0.020001 277925 75.317
5.4117e-05 0.020001 245807 66.6132
5.7544e-05 0.020001 217400 58.9153
6.11881e-05 0.020001 192277 52.107
6.50629e-05 0.020001 170057 46.0854
6.91831e-05 0.020001 150404 40.7598
7.35642e-05 0.020001 133023 36.0496
7.82228e-05 0.020001 117650 31.8837
8.31764e-05 0.020001 104054 28.1992
8.84437e-05 0.020001 92029.5 24.9406
9.40445e-05 0.020001 81394.2 22.0585
0.0001 0.020001 71988 19.5094
0.000106333 0.020001 63668.8 17.255
0.000113066 0.020001 56311 15.2611
0.000120226 0.020001 49803.5 13.4976
0.00012784 0.020001 44048.1 11.9379
0.000135936 0.020001 38957.7 10.5584
0.000144544 0.020001 34455.6 9.33834
0.000153697 0.020001 30473.8 8.25928
0.000163431 0.020001 26952.2 7.30492
0.00017378 0.020001 23837.5 6.46085
0.000184785 0.020001 21082.7 5.71432
0.000196487 0.020001 18646.3 5.05406
0.00020893 0.020001 16491.5 4.47011
0.00022216 0.020001 14585.7 3.95363
0.000236229 0.020001 12900.1 3.49684
0.000251189 0.020001 11409.3 3.09283
0.000267096 0.020001 10090.8 2.73552
0.00028401 0.020001 8924.7 2.41949
0.000301995 0.020001 7893.33 2.13998
0.000321119 0.020001 6981.15 1.89278
0.000341455 0.020001 6174.38 1.67413
0.000363078 0.020001 5460.85 1.48076
0.000386071 0.020001 4829.77 1.30973
0.000410519 0.020001 4271.63 1.15846
0.000436516 0.020001 3777.98 1.02468
0.000464159 0.020001 3341.39 0.90635
0.000493552 0.020001 2955.24 0.801696
0.000524807 0.020001 2613.73 0.709135
0.000558042 0.020001 2311.67 0.627269
0.000593381 0.020001 2044.53 0.554863
0.000630957 0.020001 1808.26 0.490823
0.000670914 0.020001 1599.29 0.434182
0.0007134 0.020001 1414.47 0.384085
0.000758578 0.020001 1251.01 0.339777
0.000806616 0.020001 1106.44 0.300588
0.000857696 0.020001 978.573 0.265926
0.000912011 0.020001 865.485 0.235269
0.000969765 0.020001 765.467 0.208153
0.00103118 0.020001 677.007 0.18417
0.00109648 0.020001 598.769 0.162957
0.00116591 0.020001 529.573 0.144195
0.00123975 0.020001 468.374 0.127599
0.00131826 0.020001 414.247 0.11292
0.00140174 0.020001 366.375 0.0999367
0.0014905 0.020001 324.035 0.0884523
0.00158489 0.020001 286.588 0.078294
0.00168526 0.020001 253.469 0.0693085
0.00179198 0.020001 224.177 0.0613602
0.00190546 0.020001 198.27 0.0543293
0.00202613 0.020001 175.358 0.0481099
0.00215443 0.020001 155.092 0.0426081
0.00229087 0.020001 137.169 0.0377411
0.00243594 0.020001 121.317 0.0334354
0.0025902 0.020001 107.297 0.0296262
0.00275423 0.020001 94.8977 0.0262562
0.00292864 0.020001 83.9309 0.0232746
0.00311411 0.020001 74.2314 0.0206365
0.00331131 0.020001 65.6529 0.0183023
0.00352101 0.020001 58.0657 0.0162369
0.00374398 0.020001 51.3553 0.0144091
0.00398107 0.020001 45.4204 0.0127915
0.00423318 0.020001 40.1714 0.0113599
0.00450125 0.020001 35.5289 0.0100928
0.0047863 0.020001 31.423 0.00897114
0.0050894 0.020001 27.7915 0.00797816
0.0054117 0.020001 24.5797 0.007099
0.0057544 0.020001 21.7391 0.0063205
0.00611881 0.020001 19.2268 0.00563106
0.00650629 0.020001 17.0048 0.00502037
0.00691831 0.020001 15.0395 0.00447937
0.00735642 0.020001 13.3014 0.00399999
0.00782228 0.020001 11.7642 0.00357514
0.00831764 0.020001 10.4046 0.00319851
0.00884437 0.020001 9.2021 0.00286456
0.00940445 0.020001 8.13858 0.00256834
0.01 0.020001 7.19797 0.00230552
0.0106333 0.020001 6.36606 0.00207225
0.0113066 0.020001 5.63029 0.00186512
0.0120226 0.020001 4.97954 0.00168111
0.012784 0.020001 4.40401 0.00151758
0.0135936 0.020001 3.89498 0.00137215
0.0144544 0.020001 3.44478 0.00124275
0.0153697 0.020001 3.0466 0.00112754
0.0163431 0.020001 2.69445 0.00102489
0.017378 0.020001 2.38299 0.000933355
0.0184785 0.020001 2.10752 0.000851661
0.0196487 0.020001 1.86389 0.000778681
0.020893 0.020001 1.64841 0.000713418
0.022216 0.020001 1.45784 0.000654992
0.0236229 0.020001 1.28929 0.000602621
0.0251189 0.020001 1.14022 0.000555616
0.0267096 0.020001 1.00838 0.000513368
0.028401 0.020001 0.891776 0.000475337
0.0301995 0.020001 0.788647 0.000441045
0.0321119 0.020001 0.697437 0.000410071
0.0341455 0.020001 0.616769 0.000382041
0.0363078 0.020001 0.545424 0.000356625
0.0386071 0.020001 0.482325 0.000333531
0.0410519 0.020001 0.426519 0.000312502
0.0436516 0.020001 0.377163 0.000293308
0.0464159 0.020001 0.333512 0.000275748
0.0493552 0.020001 0.294906 0.000259643
0.0524807 0.020001 0.260762 0.000244835
0.0558042 0.020001 0.230566 0.000231185
0.0593381 0.020001 0.20386 0.000218569
0.0630957 0.020001 0.180241 0.000206877
0.0670914 0.020001 0.159352 0.000196013
0.07134 0.020001 0.140879 0.000185892
0.0758578 0.020001 0.124541 0.000176437
0.0806616 0.020001 0.110093 0.000167583
0.0857696 0.020001 0.0973147 0.00015927
0.0912011 0.020001 0.0860145 0.000151446
0.0969765 0.020001 0.0760211 0.000144064
0.103118 0.020001 0.0671836 0.000137084
0.109648 0.020001 0.0593684 0.00013047
0.116591 0.020001 0.0524574 0.000124189
0.123975 0.020001 0.046346 0.000118214
0.131826 0.020001 0.0409418 0.000112519
0.140174 0.020001 0.0361632 0.000107083
0.14905 0.020001 0.0319378 0.000101886
0.158489 0.020001 0.0282018 9.69104e-05
0.168526 0.020001 0.0248985 9.21417e-05
0.179198 0.020001 0.0219779 8.75661e-05
0.190546 0.020001 0.0193959 8.31718e-05
0.202613 0.020001 0.0171132 7.89484e-05
0.215443 0.020001 0.0150954 7.48865e-05
0.229087 0.020001 0.0133118 7.0978e-05
0.243594 0.020001 0.0117353 6.72157e-05
0.25902 0.020001 0.010342 6.35931e-05
0.275423 0.020001 0.00911078 6.01048e-05
0.292864 0.020001 0.00802285 5.67457e-05
0.311411 0.020001 0.00706167 5.35114e-05
0.331131 0.020001 0.0062126 5.0398e-05
0.352101 0.020001 0.00546267 4.74021e-05
0.374398 0.020001 0.00480045 4.45205e-05
0.398107 0.020001 0.00421578 4.17507e-05
0.423318 0.020001 0.00369971 3.909e-05
0.450125 0.020001 0.00324431 3.65364e-05
0.47863 0.020001 0.00284257 3.40878e-05
0.50894 0.020001 0.00248828 3.17424e-05
0.54117 0.020001 0.00217597 2.94985e-05
0.57544 0.020001 0.00190077 2.73546e-05
0.611881 0.020001 0.0016584 2.53091e-05
0.650629 0.020001 0.00144505 2.33606e-05
0.691831 0.020001 0.00125737 2.15076e-05
0.735642 0.020001 0.00109239 1.97489e-05
0.782228 0.020001 0.000947476 1.80829e-05
0.831764 0.020001 0.000820295 1.65083e-05
0.884437 0.020001 0.000708792 1.50234e-05
0.940445 0.020001 0.000611141 1.36267e-05
1 0.020001 0.000525729 1.23166e-05
1.06333 0.020001 0.000451124 1.10912e-05
1.13066 0.020001 0.000386062 9.94858e-06
1.20226 0.020001 0.000329418 8.88679e-06
1.2784 0.020001 0.0002802 7.90361e-06
1.35936 0.020001 0.000237524 6.99669e-06
1.44544 0.020001 0.000200609 6.16353e-06
1.53697 0.020001 0.000168761 5.40149e-06
1.63431 0.020001 0.000141364 4.70775e-06
1.7378 0.020001 0.000117871 4.07932e-06
1.84785 0.020001 9.77975e-05 3.51309e-06
1.96487 0.020001 8.07121e-05 3.0058e-06
2.0893 0.020001 6.62317e-05 2.55407e-06
2.2216 0.020001 5.40166e-05 2.15441e-06
2.36229 0.020001 4.37648e-05 1.80325e-06
2.51189 0.020001 3.52089e-05 1.49698e-06
2.67096 0.020001 2.81116e-05 1.23195e-06
2.8401 0.020001 2.22634e-05 1.00451e-06
3.01995 0.020001 1.74789e-05 8.11084e-07
3.21119 0.020001 1.35953e-05 6.4813e-07
3.41455 0.020001 1.04697e-05 5.12236e-07
3.63078 0.020001 7.97705e-06 4.00126e-07
3.86071 0.020001 6.0089e-06 3.08697e-07
4.10519 0.020001 4.47147e-06 2.35042e-07
4.36516 0.020001 3.28432e-06 1.76475e-07
4.64159 0.020001 2.37901e-06 1.30548e-07
4.93552 0.020001 1.69781e-06 9.50625e-08
5.24807 0.020001 1.19259e-06 6.80731e-08
5.58042 0.020001 8.23648e-07 4.78871e-08
5.93381 0.020001 5.58658e-07 3.30566e-08
6.30957 0.020001 3.71693e-07 2.23658e-08
6.70914 0.020001 2.4227e-07 1.48133e-08
7.134 0.020001 1.54492e-07 9.5915e-09
7.58578 0.020001 9.62439e-08 6.06277e-09
8.06616 0.020001 5.84843e-08 3.73553e-09
8.57696 0.020001 3.46097e-08 2.23994e-09
9.12011 0.020001 1.99112e-08 1.30491e-09
9.69765 0.020001 1.11157e-08 7.37228e-10
10.3118 0.020001 6.01003e-09 4.03145e-10
10.9648 0.020001 3.14058e-09 2.12946e-10
11.6591 0.020001 1.58264e-09 1.08412e-10
12.3975 0.020001 7.67315e-10 5.30743e-11
13.1826 0.020001 3.57032e-10 2.49238e-11
14.0174 0.020001 1.59014e-10 1.11977e-11
14.905 0.020001 6.75979e-11 4.79976e-12
15.8489 0.020001 2.73468e-11 1.95703e-12
16.8526 0.020001 1.04949e-11 7.56641e-13
17.9198 0.020001 3.80784e-12 2.76467e-13
19.0546 0.020001 1.30153e-12 9.51278e-14
20.2613 0.020001 4.17492e-13 3.07068e-14
21.5443 0.020001 1.2517e-13 9.2613e-15
22.9087 0.020001 3.49255e-14 2.59871e-15
24.3594 0.020001 9.02782e-15 6.75319e-16
25.902 0.020001 2.15134e-15 1.61741e-16
27.5423 0.020001 4.70191e-16 3.5518e-17
29.2864 0.020001 9.37323e-17 7.11233e-18
31.1411 0.020001 1.69439e-17 1.29115e-18
33.1131 0.020001 2.76025e-18 2.11179e-19
35.2101 0.020001 4.02552e-19 3.09147e-20
37.4398 0.020001 5.21894e-20 4.02229e-21
39.8107 0.020001 5.97015e-21 4.61676e-22
42.3318 0.020001 5.97833e-22 4.63779e-23
45.0125 0.020001 5.19636e-23 4.04325e-24
47.863 0.020001 3.88546e-24 3.0318e-25
50.894 0.020001 2.4755e-25 1.93677e-26
54.117 0.020001 1.33031e-26 1.04342e-27
57.544 0.020001 5.9652e-28 4.68982e-29
61.1881 0.020001 2.20644e-29 1.73857e-30
65.0629 0.020001 6.65056e-31 5.25136e-32
69.1831 0.020001 1.61245e-32 1.27573e-33
73.5642 0.020001 3.10159e-34 2.45849e-35
78.2228 0.020001 4.66427e-36 3.70367e-37
83.1764 0.020001 5.39896e-38 4.29415e-39
88.4437 0.020001 4.73107e-40 3.76882e-41
94.0445 0.020001 3.08372e-42 2.46013e-43
100 0.020001 1.46728e-44 1.17219e-45

1e-06 0.0300009 7.05645e+08 195082
1.06333e-06 0.0300009 6.24098e+08 172538
1.13066e-06 0.0300009 5.51975e+08 152599
1.20226e-06 0.0300009 4.88187e+08 134964
1.2784e-06 0.0300009 4.3177e+08 119367
1.35936e-06 0.0300009 3.81873e+08 105573
1.44544e-06 0.0300009 3.37743e+08 93372.4
1.53697e-06 0.0300009 2.98712e+08 82581.9
1.63431e-06 0.0300009 2.64192e+08 73038.5
1.7378e-06 0.0300009 2.33661e+08 64597.9
1.84785e-06 0.0300009 2.06658e+08 57132.7
1.96487e-06 0.0300009 1.82776e+08 50530.3
2.0893e-06 0.0300009 1.61654e+08 44690.8
2.2216e-06 0.0300009 1.42973e+08 39526.2
2.36229e-06 0.0300009 1.2645e+08 34958.4
2.51189e-06 0.0300009 1.11837e+08 30918.5
2.67096e-06 0.0300009 9.89128e+07 27345.4
2.8401e-06 0.0300009 8.74821e+07 24185.3
3.01995e-06 0.0300009 7.73724e+07 21390.4
3.21119e-06 0.0300009 6.8431e+07 18918.4
3.41455e-06 0.0300009 6.05228e+07 16732.1
3.63078e-06 0.0300009 5.35286e+07 14798.5
3.86071e-06 0.0300009 4.73427e+07 13088.4
4.10519e-06 0.0300009 4.18716e+07 11575.8
4.36516e-06 0.0300009 3.70328e+07 10238.1
4.64159e-06 0.0300009 3.27531e+07 9054.93
4.93552e-06 0.0300009 2.89681e+07 8008.51
5.24807e-06 0.0300009 2.56204e+07 7083.02
5.58042e-06 0.0300009 2.26596e+07 6264.48
5.93381e-06 0.0300009 2.0041e+07 5540.54
6.30957e-06 0.0300009 1.7725e+07 4900.25
6.70914e-06 0.0300009 1.56766e+07 4333.96
7.134e-06 0.0300009 1.3865e+07 3833.12
7.58578e-06 0.0300009 1.22627e+07 3390.15
8.06616e-06 0.0300009 1.08456e+07 2998.37
8.57696e-06 0.0300009 9.59222e+06 2651.87
9.12011e-06 0.0300009 8.48371e+06 2345.41
9.69765e-06 0.0300009 7.50331e+06 2074.37
1.03118e-05 0.0300009 6.6362e+06 1834.65
1.09648e-05 0.0300009 5.8693e+06 1622.63
1.16591e-05 0.0300009 5.19102e+06 1435.11
1.23975e-05 0.0300009 4.59113e+06 1269.27
1.31826e-05 0.0300009 4.06056e+06 1122.59
1.40174e-05 0.0300009 3.59131e+06 992.857
1.4905e-05 0.0300009 3.17628e+06 878.119
1.58489e-05 0.0300009 2.80922e+06 776.641
1.68526e-05 0.0300009 2.48458e+06 686.89
1.79198e-05 0.0300009 2.19745e+06 607.511
1.90546e-05 0.0300009 1.94351e+06 537.305
2.02613e-05 0.0300009 1.71891e+06 475.213
2.15443e-05 0.0300009 1.52027e+06 420.296
2.29087e-05 0.0300009 1.34458e+06 371.725
2.43594e-05 0.0300009 1.18919e+06 328.768
2.5902e-05 0.0300009 1.05177e+06 290.775
2.75423e-05 0.0300009 930221 257.172
2.92864e-05 0.0300009 822721 227.453
3.11411e-05 0.0300009 727645 201.168
3.31131e-05 0.0300009 643556 177.92
3.52101e-05 0.0300009 569184 157.36
3.74398e-05 0.0300009 503407 139.175
3.98107e-05 0.0300009 445232 123.092
4.23318e-05 0.0300009 393779 108.867
4.50125e-05 0.0300009 348273 96.2864
4.7863e-05 0.0300009 308025 85.1595
5.0894e-05 0.0300009 272429 75.3185
5.4117e-05 0.0300009 240946 66.6147
5.7544e-05 0.0300009 213101 58.9168
6.11881e-05 0.0300009 188475 52.1084
6.50629e-05 0.0300009 166694 46.0869
6.91831e-05 0.0300009 147430 40.7612
7.35642e-05 0.0300009 130393 36.051
7.82228e-05 0.0300009 115324 31.8851
8.31764e-05 0.0300009 101997 28.2006
8.84437e-05 0.0300009 90209.6 24.9419
9.40445e-05 0.0300009 79784.6 22.0598
0.0001 0.0300009 70564.5 19.5108
0.000106333 0.0300009 62409.8 17.2563
0.000113066 0.0300009 55197.5 15.2624
0.000120226 0.0300009 48818.7 13.4988
0.00012784 0.0300009 43177 11.9391
0.000135936 0.0300009 38187.3 10.5596
0.000144544 0.0300009 33774.3 9.33957
0.000153697 0.0300009 29871.2 8.2605
0.000163431 0.0300009 26419.2 7.30612
0.00017378 0.0300009 23366.1 6.46204
0.000184785 0.0300009 20665.8 5.71549
0.000196487 0.0300009 18277.6 5.05522
0.00020893 0.0300009 16165.4 4.47124
0.00022216 0.0300009 14297.3 3.95475
0.000236229 0.0300009 12645 3.49794
0.000251189 0.0300009 11183.7 3.09392
0.000267096 0.0300009 9891.28 2.73659
0.00028401 0.0300009 8748.21 2.42055
0.000301995 0.0300009 7737.24 2.14103
0.000321119 0.0300009 6843.09 1.89381
0.000341455 0.0300009 6052.28 1.67515
0.000363078 0.0300009 5352.86 1.48176
0.000386071 0.0300009 4734.26 1.31072
0.000410519 0.0300009 4187.16 1.15944
0.000436516 0.0300009 3703.27 1.02564
0.000464159 0.0300009 3275.31 0.907294
0.000493552 0.0300009 2896.8 0.802626
0.000524807 0.0300009 2562.04 0.710051
0.000558042 0.0300009 2265.96 0.628171
0.000593381 0.0300009 2004.1 0.555751
0.000630957 0.0300009 1772.5 0.491697
0.000670914 0.0300009 1567.66 0.435043
0.0007134 0.0300009 1386.5 0.384933
0.000758578 0.0300009 1226.27 0.340611
0.000806616 0.0300009 1084.56 0.301409
0.000857696 0.0300009 959.221 0.266734
0.000912011 0.0300009 848.37 0.236064
0.000969765 0.0300009 750.329 0.208936
0.00103118 0.0300009 663.618 0.18494
0.00109648 0.0300009 586.928 0.163714
0.00116591 0.0300009 519.1 0.144939
0.00123975 0.0300009 459.111 0.128331
0.00131826 0.0300009 406.054 0.11364
0.00140174 0.0300009 359.129 0.100644
0.0014905 0.0300009 317.627 0.0891475
0.00158489 0.0300009 280.921 0.0789772
0.00168526 0.0300009 248.456 0.0699797
0.00179198 0.0300009 219.744 0.0620196
0.00190546 0.0300009 194.349 0.0549771
0.00202613 0.0300009 171.889 0.048746
0.00215443 0.0300009 152.025 0.0432327
0.00229087 0.0300009 134.456 0.0383543
0.00243594 0.0300009 118.918 0.0340373
0.0025902 0.0300009 105.175 0.0302169
0.00275423 0.0300009 93.0206 0.0268358
0.00292864 0.0300009 82.2707 0.0238433
0.00311411 0.0300009 72.763 0.0211943
0.00331131 0.0300009 64.3541 0.0188493
0.00352101 0.0300009 56.917 0.0167732
0.00374398 0.0300009 50.3393 0.0149348
0.00398107 0.0300009 44.5218 0.0133068
0.00423318 0.0300009 39.3766 0.0118649
0.00450125 0.0300009 34.8259 0.0105875
0.0047863 0.0300009 30.8012 0.00945573
0.0050894 0.0300009 27.2415 0.00845272
0.0054117 0.0300009 24.0933 0.00756362
0.0057544 0.0300009 21.3088 0.0067753
0.00611881 0.0300009 18.8462 0.00607613
0.00650629 0.0300009 16.6681 0.00545583
0.00691831 0.0300009 14.7417 0.00490532
0.00735642 0.0300009 13.038 0.00441654
0.00782228 0.0300009 11.5312 0.00398238
0.00831764 0.0300009 10.1984 0.00359656
0.00884437 0.0300009 9.01975 0.00325351
0.00940445 0.0300009 7.97727 0.00294831
0.01 0.0300009 7.05526 0.00267661
0.0106333 0.0300009 6.23981 0.00243455
0.0113066 0.0300009 5.51859 0.00221875
0.0120226 0.0300009 4.88072 0.00202618
0.012784 0.0300009 4.31657 0.00185418
0.0135936 0.0300009 3.81761 0.0017004
0.0144544 0.0300009 3.37632 0.00156275
0.0153697 0.0300009 2.98602 0.00143939
0.0163431 0.0300009 2.64083 0.00132869
0.017378 0.0300009 2.33553 0.00122922
0.0184785 0.0300009 2.06552 0.00113969
0.0196487 0.0300009 1.82671 0.00105899
0.020893 0.0300009 1.6155 0.000986102
0.022216 0.0300009 1.4287 0.000920158
0.0236229 0.0300009 1.26349 0.000860375
0.0251189 0.0300009 1.11737 0.000806064
0.0267096 0.0300009 0.98814 0.000756614
0.028401 0.0300009 0.873846 0.000711486
0.0301995 0.0300009 0.772761 0.000670203
0.0321119 0.0300009 0.683359 0.000632342
0.0341455 0.0300009 0.60429 0.000597532
0.0363078 0.0300009 0.53436 0.000565441
0.0386071 0.0300009 0.472513 0.000535777
0.0410519 0.0300009 0.417814 0.000508283
0.0436516 0.0300009 0.369439 0.000482731
0.0464159 0.0300009 0.326655 0.000458917
0.0493552 0.0300009 0.288816 0.000436665
0.0524807 0.0300009 0.255352 0.000415815
0.0558042 0.0300009 0.225757 0.000396229
0.0593381 0.0300009 0.199583 0.000377782
0.0630957 0.0300009 0.176435 0.000360366
0.0670914 0.0300009 0.155964 0.000343883
0.07134 0.0300009 0.13786 0.00032825
0.0758578 0.0300009 0.12185 0.000313389
0.0806616 0.0300009 0.107691 0.000299236
0.0857696 0.0300009 0.0951702 0.000285729
0.0912011 0.0300009 0.0840976 0.000272818
0.0969765 0.0300009 0.0743061 0.000260456
0.103118 0.0300009 0.0656475 0.000248603
0.109648 0.0300009 0.0579911 0.000237222
0.116591 0.0300009 0.0512209 0.000226283
0.123975 0.0300009 0.0452346 0.000215755
0.131826 0.0300009 0.0399415 0.000205616
0.140174 0.0300009 0.0352616 0.000195843
0.14905 0.0300009 0.031124 0.000186417
0.158489 0.0300009 0.0274661 0.00017732
0.168526 0.0300009 0.0242323 0.000168537
0.179198 0.0300009 0.0213737 0.000160056
0.190546 0.0300009 0.018847 0.000151865
0.202613 0.0300009 0.0166138 0.000143953
0.215443 0.0300009 0.0146401 0.000136311
0.229087 0.0300009 0.012896 0.000128931
0.243594 0.0300009 0.011355 0.000121806
0.25902 0.0300009 0.00999353 0.00011493
0.275423 0.0300009 0.00879091 0.000108296
0.292864 0.0300009 0.00772878 0.000101901
0.311411 0.0300009 0.00679089 9.57398e-05
0.331131 0.0300009 0.00596289 8.98082e-05
0.352101 0.0300009 0.00523208 8.41027e-05
0.374398 0.0300009 0.00458723 7.86202e-05
0.398107 0.0300009 0.00401841 7.33576e-05
0.423318 0.0300009 0.00351682 6.83123e-05
0.450125 0.0300009 0.00307469 6.34816e-05
0.47863 0.0300009 0.00268515 5.88629e-05
0.50894 0.0300009 0.00234212 5.44539e-05
0.54117 0.0300009 0.00204021 5.02521e-05
0.57544 0.0300009 0.00177466 4.62551e-05
0.611881 0.0300009 0.00154127 4.24603e-05
0.650629 0.0300009 0.00133629 3.8865e-05
0.691831 0.0300009 0.00115645 3.54665e-05
0.735642 0.0300009 0.000998806 3.22619e-05
0.782228 0.0300009 0.000860786 2.92479e-05
0.831764 0.0300009 0.000740099 2.64211e-05
0.884437 0.0300009 0.000634718 2.37778e-05
0.940445 0.0300009 0.000542849 2.13139e-05
1 0.0300009 0.000462899 1.90252e-05
1.06333 0.0300009 0.00039346 1.6907e-05
1.13066 0.0300009 0.000333282 1.49541e-05
1.20226 0.0300009 0.000281255 1.31613e-05
1.2784 0.0300009 0.000236396 1.15226e-05
1.35936 0.0300009 0.000197832 1.0032e-05
1.44544 0.0300009 0.000164789 8.68298e-06
1.53697 0.0300009 0.000136576 7.46863e-06
1.63431 0.0300009 0.000112585 6.38184e-06
1.7378 0.0300009 9.22704e-05 5.41519e-06
1.84785 0.0300009 7.51518e-05 4.56105e-06
1.96487 0.0300009 6.08013e-05 3.81158e-06
2.0893 0.0300009 4.88393e-05 3.15888e-06
2.2216 0.0300009 3.89302e-05 2.59495e-06
2.36229 0.0300009 3.07768e-05 2.11184e-06
2.51189 0.0300009 2.41171e-05 1.70171e-06
2.67096 0.0300009 1.87207e-05 1.35688e-06
2.8401 0.0300009 1.43856e-05 1.06991e-06
3.01995 0.0300009 1.09354e-05 8.33702e-07
3.21119 0.0300009 8.21702e-06 6.41525e-07
3.41455 0.0300009 6.09854e-06 4.87104e-07
3.63078 0.0300009 4.46683e-06 3.64651e-07
3.86071 0.0300009 3.22586e-06 2.68908e-07
4.10519 0.0300009 2.29481e-06 1.95162e-07
4.36516 0.0300009 1.60645e-06 1.39258e-07
4.64159 0.0300009 1.10544e-06 9.75951e-08
4.93552 0.0300009 7.4688e-07 6.71008e-08
5.24807 0.0300009 4.94869e-07 4.52068e-08
5.58042 0.0300009 3.21136e-07 2.98061e-08
5.93381 0.0300009 2.03823e-07 1.92065e-08
6.30957 0.0300009 1.26341e-07 1.20784e-08
6.70914 0.0300009 7.6365e-08 7.40167e-09
7.134 0.0300009 4.4935e-08 4.41267e-09
7.58578 0.0300009 2.56954e-08 2.55491e-09
8.06616 0.0300009 1.42528e-08 1.43403e-09
8.57696 0.0300009 7.65347e-09 7.78752e-10
9.12011 0.0300009 3.97028e-09 4.08318e-10
9.69765 0.0300009 1.98526e-09 2.06251e-10
10.3118 0.0300009 9.54593e-10 1.00133e-10
